n_train,False positive rate,Power,Outliers,total_samples,dataset,model,method,prompt,seed,base,alternatives
200,3.959131545338442,87.6923076923077,780,783,ETS,qwen,openai,P3,959183449,2,[7]
30,0.5108556832694764,71.1168164313222,779,783,ETS,qwen,openai,P3,1457248422,2,[7]
50,3.1928480204342273,87.16302952503209,779,783,ETS,qwen,openai,P3,1457248422,2,[7]
200,3.5759897828863343,87.41976893453145,779,783,ETS,qwen,openai,P3,1457248422,2,[7]
30,1.1494252873563218,75.35301668806162,779,783,ETS,qwen,openai,P3,642571064,2,[7]
50,2.80970625798212,86.00770218228499,779,783,ETS,qwen,openai,P3,642571064,2,[7]
200,4.853128991060025,89.98716302952504,779,783,ETS,qwen,openai,P3,642571064,2,[7]
30,0.38314176245210724,70.97186700767263,782,783,ETS,qwen,openai,P3,3609844797,2,[7]
50,2.937420178799489,85.42199488491049,782,783,ETS,qwen,openai,P3,3609844797,2,[7]
200,5.108556832694764,89.64194373401536,782,783,ETS,qwen,openai,P3,3609844797,2,[7]
30,6.385696040868455,91.15384615384615,780,783,ETS,qwen,openai,P3,1067841243,2,[7]
50,3.1928480204342273,87.43589743589743,780,783,ETS,qwen,openai,P3,1067841243,2,[7]
200,4.725415070242656,90.0,780,783,ETS,qwen,openai,P3,1067841243,2,[7]
30,1.3528748590755355,83.67816091954023,870,887,ETS,qwen,openai,P4,959183449,2,[7]
50,4.058624577226606,92.87356321839081,870,887,ETS,qwen,openai,P4,959183449,2,[7]
200,5.2987598647125145,94.02298850574712,870,887,ETS,qwen,openai,P4,959183449,2,[7]
30,3.269447576099211,92.44851258581235,874,887,ETS,qwen,openai,P4,1457248422,2,[7]
50,4.8478015783540025,94.05034324942791,874,887,ETS,qwen,openai,P4,1457248422,2,[7]
200,4.8478015783540025,94.05034324942791,874,887,ETS,qwen,openai,P4,1457248422,2,[7]
30,3.494926719278467,93.42560553633218,867,887,ETS,qwen,openai,P4,642571064,2,[7]
50,3.494926719278467,93.42560553633218,867,887,ETS,qwen,openai,P4,642571064,2,[7]
200,4.96054114994363,94.92502883506344,867,887,ETS,qwen,openai,P4,642571064,2,[7]
30,1.4656144306651635,85.86206896551725,870,887,ETS,qwen,openai,P4,3609844797,2,[7]
50,1.9165727170236753,90.45977011494253,870,887,ETS,qwen,openai,P4,3609844797,2,[7]
200,5.0732807215332585,94.13793103448276,870,887,ETS,qwen,openai,P4,3609844797,2,[7]
30,3.269447576099211,92.31651376146789,872,887,ETS,qwen,openai,P4,1067841243,2,[7]
50,3.720405862457723,92.77522935779817,872,887,ETS,qwen,openai,P4,1067841243,2,[7]
200,4.8478015783540025,94.15137614678899,872,887,ETS,qwen,openai,P4,1067841243,2,[7]
30,1.2036108324974923,86.43724696356276,988,997,ETS,qwen,openai,P5,959183449,2,[7]
50,1.2036108324974923,86.43724696356276,988,997,ETS,qwen,openai,P5,959183449,2,[7]
200,3.510531594784353,91.49797570850203,988,997,ETS,qwen,openai,P5,959183449,2,[7]
30,1.2036108324974923,86.24873609706775,989,997,ETS,qwen,openai,P5,1457248422,2,[7]
50,1.2036108324974923,86.24873609706775,989,997,ETS,qwen,openai,P5,1457248422,2,[7]
200,5.616850551654965,94.03437815975732,989,997,ETS,qwen,openai,P5,1457248422,2,[7]
30,0.9027081243731194,85.02024291497976,988,997,ETS,qwen,openai,P5,642571064,2,[7]
50,0.9027081243731194,85.02024291497976,988,997,ETS,qwen,openai,P5,642571064,2,[7]
200,5.416248746238716,94.02834008097166,988,997,ETS,qwen,openai,P5,642571064,2,[7]
30,1.4042126379137412,88.1578947368421,988,997,ETS,qwen,openai,P5,3609844797,2,[7]
50,1.3039117352056169,87.34817813765183,988,997,ETS,qwen,openai,P5,3609844797,2,[7]
200,4.112337011033099,93.0161943319838,988,997,ETS,qwen,openai,P5,3609844797,2,[7]
30,1.0030090270812437,84.09321175278622,987,997,ETS,qwen,openai,P5,1067841243,2,[7]
50,9.42828485456369,95.74468085106383,987,997,ETS,qwen,openai,P5,1067841243,2,[7]
200,7.021063189568706,94.73150962512665,987,997,ETS,qwen,openai,P5,1067841243,2,[7]
30,4.2682926829268295,89.36605316973414,489,492,ETS,qwen,openai,P6,959183449,2,[7]
50,5.08130081300813,90.79754601226993,489,492,ETS,qwen,openai,P6,959183449,2,[7]
200,5.08130081300813,90.79754601226993,489,492,ETS,qwen,openai,P6,959183449,2,[7]
30,1.4227642276422763,82.0408163265306,490,492,ETS,qwen,openai,P6,1457248422,2,[7]
50,3.2520325203252036,88.36734693877551,490,492,ETS,qwen,openai,P6,1457248422,2,[7]
200,4.0650406504065035,89.38775510204081,490,492,ETS,qwen,openai,P6,1457248422,2,[7]
30,5.487804878048781,90.59304703476482,489,492,ETS,qwen,openai,P6,642571064,2,[7]
50,5.487804878048781,90.59304703476482,489,492,ETS,qwen,openai,P6,642571064,2,[7]
200,5.691056910569105,90.79754601226993,489,492,ETS,qwen,openai,P6,642571064,2,[7]
30,6.300813008130081,92.21311475409836,488,492,ETS,qwen,openai,P6,3609844797,2,[7]
50,10.975609756097562,94.26229508196722,488,492,ETS,qwen,openai,P6,3609844797,2,[7]
200,6.300813008130081,92.21311475409836,488,492,ETS,qwen,openai,P6,3609844797,2,[7]
30,1.2195121951219512,81.59509202453987,489,492,ETS,qwen,openai,P6,1067841243,2,[7]
50,2.642276422764228,86.09406952965234,489,492,ETS,qwen,openai,P6,1067841243,2,[7]
200,4.0650406504065035,88.5480572597137,489,492,ETS,qwen,openai,P6,1067841243,2,[7]
30,7.434944237918216,92.51893939393939,1056,1076,ETS,qwen,openai,P7,959183449,2,[7]
50,5.390334572490707,87.5,1056,1076,ETS,qwen,openai,P7,959183449,2,[7]
200,3.717472118959108,81.5340909090909,1056,1076,ETS,qwen,openai,P7,959183449,2,[7]
30,0.18587360594795538,27.099236641221374,1048,1076,ETS,qwen,openai,P7,1457248422,2,[7]
50,1.6728624535315983,67.93893129770993,1048,1076,ETS,qwen,openai,P7,1457248422,2,[7]
200,3.62453531598513,82.25190839694656,1048,1076,ETS,qwen,openai,P7,1457248422,2,[7]
30,1.1152416356877324,60.81208687440982,1059,1076,ETS,qwen,openai,P7,642571064,2,[7]
50,1.1152416356877324,57.03493862134089,1059,1076,ETS,qwen,openai,P7,642571064,2,[7]
200,3.903345724907063,82.34183191690275,1059,1076,ETS,qwen,openai,P7,642571064,2,[7]
30,0.5576208178438662,43.39981006647673,1053,1076,ETS,qwen,openai,P7,3609844797,2,[7]
50,1.486988847583643,67.71130104463438,1053,1076,ETS,qwen,openai,P7,3609844797,2,[7]
200,2.6951672862453533,76.73314339981006,1053,1076,ETS,qwen,openai,P7,3609844797,2,[7]
30,5.297397769516729,84.49096098953378,1051,1076,ETS,qwen,openai,P7,1067841243,2,[7]
50,11.059479553903346,92.76879162702188,1051,1076,ETS,qwen,openai,P7,1067841243,2,[7]
200,6.04089219330855,87.15509039010466,1051,1076,ETS,qwen,openai,P7,1067841243,2,[7]
30,0.4703668861712135,70.33175355450237,1055,1063,ETS,qwen,openai,P8,959183449,2,[7]
50,4.703668861712136,91.8483412322275,1055,1063,ETS,qwen,openai,P8,959183449,2,[7]
200,4.703668861712136,91.8483412322275,1055,1063,ETS,qwen,openai,P8,959183449,2,[7]
30,7.525870178739416,94.50236966824644,1055,1063,ETS,qwen,openai,P8,1457248422,2,[7]
50,7.149576669802446,94.3127962085308,1055,1063,ETS,qwen,openai,P8,1457248422,2,[7]
200,6.773283160865475,93.74407582938389,1055,1063,ETS,qwen,openai,P8,1457248422,2,[7]
30,1.881467544684854,87.09677419354838,1054,1063,ETS,qwen,openai,P8,642571064,2,[7]
50,1.975540921919097,87.09677419354838,1054,1063,ETS,qwen,openai,P8,642571064,2,[7]
200,2.1636876763875823,89.27893738140418,1054,1063,ETS,qwen,openai,P8,642571064,2,[7]
30,6.679209783631232,94.59715639810426,1055,1063,ETS,qwen,openai,P8,3609844797,2,[7]
50,4.985888993414863,92.22748815165876,1055,1063,ETS,qwen,openai,P8,3609844797,2,[7]
200,2.539981185324553,89.38388625592417,1055,1063,ETS,qwen,openai,P8,3609844797,2,[7]
30,3.1044214487300095,89.37381404174573,1054,1063,ETS,qwen,openai,P8,1067841243,2,[7]
50,0.5644402634054563,70.77798861480076,1054,1063,ETS,qwen,openai,P8,1067841243,2,[7]
200,4.703668861712136,91.27134724857684,1054,1063,ETS,qwen,openai,P8,1067841243,2,[7]
30,0.390625,11.11111111111111,72,1024,ETS,qwen,openai,P1,959183449,3,[4]
50,4.296875,36.11111111111111,72,1024,ETS,qwen,openai,P1,959183449,3,[4]
200,5.46875,41.66666666666667,72,1024,ETS,qwen,openai,P1,959183449,3,[4]
30,1.3671875,18.30985915492958,71,1024,ETS,qwen,openai,P1,1457248422,3,[4]
50,3.90625,39.436619718309856,71,1024,ETS,qwen,openai,P1,1457248422,3,[4]
200,4.78515625,42.25352112676056,71,1024,ETS,qwen,openai,P1,1457248422,3,[4]
30,4.19921875,36.986301369863014,73,1024,ETS,qwen,openai,P1,642571064,3,[4]
50,4.19921875,36.986301369863014,73,1024,ETS,qwen,openai,P1,642571064,3,[4]
200,4.19921875,36.986301369863014,73,1024,ETS,qwen,openai,P1,642571064,3,[4]
30,0.1953125,5.555555555555555,72,1024,ETS,qwen,openai,P1,3609844797,3,[4]
50,2.05078125,27.77777777777778,72,1024,ETS,qwen,openai,P1,3609844797,3,[4]
200,4.39453125,41.66666666666667,72,1024,ETS,qwen,openai,P1,3609844797,3,[4]
30,3.125,30.263157894736842,76,1024,ETS,qwen,openai,P1,1067841243,3,[4]
50,3.125,30.263157894736842,76,1024,ETS,qwen,openai,P1,1067841243,3,[4]
200,5.2734375,46.05263157894737,76,1024,ETS,qwen,openai,P1,1067841243,3,[4]
30,1.2474012474012475,21.875,64,962,ETS,qwen,openai,P2,959183449,3,[4]
50,2.390852390852391,26.5625,64,962,ETS,qwen,openai,P2,959183449,3,[4]
200,4.5738045738045745,39.0625,64,962,ETS,qwen,openai,P2,959183449,3,[4]
30,4.677754677754678,41.53846153846154,65,962,ETS,qwen,openai,P2,1457248422,3,[4]
50,8.835758835758837,63.07692307692307,65,962,ETS,qwen,openai,P2,1457248422,3,[4]
200,4.677754677754678,41.53846153846154,65,962,ETS,qwen,openai,P2,1457248422,3,[4]
30,7.6923076923076925,55.714285714285715,70,962,ETS,qwen,openai,P2,642571064,3,[4]
50,8.523908523908524,61.42857142857143,70,962,ETS,qwen,openai,P2,642571064,3,[4]
200,3.3264033264033266,32.857142857142854,70,962,ETS,qwen,openai,P2,642571064,3,[4]
30,7.796257796257796,53.62318840579711,69,962,ETS,qwen,openai,P2,3609844797,3,[4]
50,7.276507276507277,49.275362318840585,69,962,ETS,qwen,openai,P2,3609844797,3,[4]
200,6.340956340956342,44.927536231884055,69,962,ETS,qwen,openai,P2,3609844797,3,[4]
30,7.172557172557173,47.540983606557376,61,962,ETS,qwen,openai,P2,1067841243,3,[4]
50,1.6632016632016633,24.59016393442623,61,962,ETS,qwen,openai,P2,1067841243,3,[4]
200,4.5738045738045745,37.704918032786885,61,962,ETS,qwen,openai,P2,1067841243,3,[4]
30,1.40485312899106,22.22222222222222,54,783,ETS,qwen,openai,P3,959183449,3,[4]
50,3.3205619412515963,35.18518518518518,54,783,ETS,qwen,openai,P3,959183449,3,[4]
200,4.086845466155811,38.88888888888889,54,783,ETS,qwen,openai,P3,959183449,3,[4]
30,1.9157088122605364,23.636363636363637,55,783,ETS,qwen,openai,P3,1457248422,3,[4]
50,3.4482758620689653,32.72727272727273,55,783,ETS,qwen,openai,P3,1457248422,3,[4]
200,8.301404853128991,56.36363636363636,55,783,ETS,qwen,openai,P3,1457248422,3,[4]
30,12.132822477650064,60.37735849056604,53,783,ETS,qwen,openai,P3,642571064,3,[4]
50,6.7688378033205625,50.943396226415096,53,783,ETS,qwen,openai,P3,642571064,3,[4]
200,5.874840357598978,43.39622641509434,53,783,ETS,qwen,openai,P3,642571064,3,[4]
30,1.532567049808429,23.52941176470588,51,783,ETS,qwen,openai,P3,3609844797,3,[4]
50,2.937420178799489,31.372549019607842,51,783,ETS,qwen,openai,P3,3609844797,3,[4]
200,4.469987228607918,39.21568627450981,51,783,ETS,qwen,openai,P3,3609844797,3,[4]
30,3.065134099616858,32.78688524590164,61,783,ETS,qwen,openai,P3,1067841243,3,[4]
50,3.065134099616858,32.78688524590164,61,783,ETS,qwen,openai,P3,1067841243,3,[4]
200,4.21455938697318,42.62295081967213,61,783,ETS,qwen,openai,P3,1067841243,3,[4]
30,0.7891770011273956,14.000000000000002,50,887,ETS,qwen,openai,P4,1457248422,3,[4]
50,3.9458850056369785,30.0,50,887,ETS,qwen,openai,P4,1457248422,3,[4]
200,5.0732807215332585,36.0,50,887,ETS,qwen,openai,P4,1457248422,3,[4]
30,4.8478015783540025,42.30769230769231,52,887,ETS,qwen,openai,P4,642571064,3,[4]
50,4.8478015783540025,42.30769230769231,52,887,ETS,qwen,openai,P4,642571064,3,[4]
200,5.0732807215332585,42.30769230769231,52,887,ETS,qwen,openai,P4,642571064,3,[4]
30,0.2254791431792559,14.035087719298245,57,887,ETS,qwen,openai,P4,3609844797,3,[4]
50,0.2254791431792559,14.035087719298245,57,887,ETS,qwen,openai,P4,3609844797,3,[4]
200,5.186020293122886,42.10526315789473,57,887,ETS,qwen,openai,P4,3609844797,3,[4]
30,0.0,10.0,50,887,ETS,qwen,openai,P4,1067841243,3,[4]
50,4.284103720405862,34.0,50,887,ETS,qwen,openai,P4,1067841243,3,[4]
200,5.186020293122886,38.0,50,887,ETS,qwen,openai,P4,1067841243,3,[4]
30,5.1153460381143425,51.28205128205128,78,997,ETS,qwen,openai,P5,959183449,3,[4]
50,5.1153460381143425,51.28205128205128,78,997,ETS,qwen,openai,P5,959183449,3,[4]
200,4.814443329989969,47.43589743589743,78,997,ETS,qwen,openai,P5,959183449,3,[4]
30,1.5045135406218655,25.0,84,997,ETS,qwen,openai,P5,1457248422,3,[4]
50,4.012036108324975,40.476190476190474,84,997,ETS,qwen,openai,P5,1457248422,3,[4]
200,4.413239719157472,48.80952380952381,84,997,ETS,qwen,openai,P5,1457248422,3,[4]
30,2.507522567703109,32.926829268292686,82,997,ETS,qwen,openai,P5,642571064,3,[4]
50,2.507522567703109,32.926829268292686,82,997,ETS,qwen,openai,P5,642571064,3,[4]
200,6.519558676028084,53.65853658536586,82,997,ETS,qwen,openai,P5,642571064,3,[4]
30,1.2036108324974923,20.481927710843372,83,997,ETS,qwen,openai,P5,3609844797,3,[4]
50,1.60481444332999,27.710843373493976,83,997,ETS,qwen,openai,P5,3609844797,3,[4]
200,4.012036108324975,44.57831325301205,83,997,ETS,qwen,openai,P5,3609844797,3,[4]
30,3.1093279839518555,36.470588235294116,85,997,ETS,qwen,openai,P5,1067841243,3,[4]
50,3.1093279839518555,36.470588235294116,85,997,ETS,qwen,openai,P5,1067841243,3,[4]
200,8.425275827482448,57.647058823529406,85,997,ETS,qwen,openai,P5,1067841243,3,[4]
30,3.861788617886179,34.090909090909086,44,492,ETS,qwen,openai,P6,959183449,3,[4]
50,7.926829268292683,50.0,44,492,ETS,qwen,openai,P6,959183449,3,[4]
200,7.317073170731707,47.72727272727273,44,492,ETS,qwen,openai,P6,959183449,3,[4]
30,3.861788617886179,40.0,35,492,ETS,qwen,openai,P6,1457248422,3,[4]
50,3.861788617886179,40.0,35,492,ETS,qwen,openai,P6,1457248422,3,[4]
200,3.861788617886179,40.0,35,492,ETS,qwen,openai,P6,1457248422,3,[4]
30,3.861788617886179,51.35135135135135,37,492,ETS,qwen,openai,P6,642571064,3,[4]
50,7.723577235772358,56.75675675675676,37,492,ETS,qwen,openai,P6,642571064,3,[4]
200,6.504065040650407,56.75675675675676,37,492,ETS,qwen,openai,P6,642571064,3,[4]
30,0.8130081300813009,20.51282051282051,39,492,ETS,qwen,openai,P6,3609844797,3,[4]
50,2.8455284552845526,30.76923076923077,39,492,ETS,qwen,openai,P6,3609844797,3,[4]
200,5.487804878048781,51.28205128205128,39,492,ETS,qwen,openai,P6,3609844797,3,[4]
30,6.504065040650407,47.22222222222222,36,492,ETS,qwen,openai,P6,1067841243,3,[4]
50,6.707317073170732,47.22222222222222,36,492,ETS,qwen,openai,P6,1067841243,3,[4]
200,5.284552845528456,47.22222222222222,36,492,ETS,qwen,openai,P6,1067841243,3,[4]
30,3.066914498141264,40.67796610169492,59,1076,ETS,qwen,openai,P7,959183449,3,[4]
50,1.7657992565055762,30.508474576271187,59,1076,ETS,qwen,openai,P7,959183449,3,[4]
200,5.5762081784386615,47.45762711864407,59,1076,ETS,qwen,openai,P7,959183449,3,[4]
30,0.4646840148698885,19.672131147540984,61,1076,ETS,qwen,openai,P7,1457248422,3,[4]
50,0.8364312267657992,22.950819672131146,61,1076,ETS,qwen,openai,P7,1457248422,3,[4]
200,4.646840148698884,40.98360655737705,61,1076,ETS,qwen,openai,P7,1457248422,3,[4]
30,4.83271375464684,43.333333333333336,60,1076,ETS,qwen,openai,P7,642571064,3,[4]
50,4.83271375464684,43.333333333333336,60,1076,ETS,qwen,openai,P7,642571064,3,[4]
200,9.014869888475836,53.333333333333336,60,1076,ETS,qwen,openai,P7,642571064,3,[4]
30,1.3940520446096654,28.57142857142857,56,1076,ETS,qwen,openai,P7,3609844797,3,[4]
50,2.973977695167286,37.5,56,1076,ETS,qwen,openai,P7,3609844797,3,[4]
200,6.133828996282528,42.857142857142854,56,1076,ETS,qwen,openai,P7,3609844797,3,[4]
30,2.0446096654275094,33.33333333333333,54,1076,ETS,qwen,openai,P7,1067841243,3,[4]
50,4.4609665427509295,40.74074074074074,54,1076,ETS,qwen,openai,P7,1067841243,3,[4]
200,5.947955390334572,46.2962962962963,54,1076,ETS,qwen,openai,P7,1067841243,3,[4]
30,4.891815616180621,36.206896551724135,58,1063,ETS,qwen,openai,P8,3609844797,3,[4]
50,4.891815616180621,36.206896551724135,58,1063,ETS,qwen,openai,P8,3609844797,3,[4]
200,5.738476011288805,37.93103448275862,58,1063,ETS,qwen,openai,P8,3609844797,3,[4]
30,3.1044214487300095,30.357142857142854,56,1063,ETS,qwen,openai,P8,1067841243,3,[4]
50,2.8222013170272815,28.57142857142857,56,1063,ETS,qwen,openai,P8,1067841243,3,[4]
200,2.257761053621825,25.0,56,1063,ETS,qwen,openai,P8,1067841243,3,[4]
30,0.390625,5.056179775280898,178,1024,ETS,qwen,openai,P1,959183449,3,[5]
50,4.296875,16.853932584269664,178,1024,ETS,qwen,openai,P1,959183449,3,[5]
200,5.46875,21.34831460674157,178,1024,ETS,qwen,openai,P1,959183449,3,[5]
30,1.3671875,8.333333333333332,180,1024,ETS,qwen,openai,P1,1457248422,3,[5]
50,3.90625,18.88888888888889,180,1024,ETS,qwen,openai,P1,1457248422,3,[5]
200,4.78515625,22.22222222222222,180,1024,ETS,qwen,openai,P1,1457248422,3,[5]
30,4.19921875,19.553072625698324,179,1024,ETS,qwen,openai,P1,642571064,3,[5]
50,4.19921875,19.553072625698324,179,1024,ETS,qwen,openai,P1,642571064,3,[5]
200,4.19921875,19.553072625698324,179,1024,ETS,qwen,openai,P1,642571064,3,[5]
30,0.1953125,4.9079754601226995,163,1024,ETS,qwen,openai,P1,3609844797,3,[5]
50,2.05078125,9.202453987730062,163,1024,ETS,qwen,openai,P1,3609844797,3,[5]
200,4.39453125,19.631901840490798,163,1024,ETS,qwen,openai,P1,3609844797,3,[5]
30,3.125,14.973262032085561,187,1024,ETS,qwen,openai,P1,1067841243,3,[5]
50,3.125,14.973262032085561,187,1024,ETS,qwen,openai,P1,1067841243,3,[5]
200,5.2734375,22.994652406417114,187,1024,ETS,qwen,openai,P1,1067841243,3,[5]
30,1.2474012474012475,12.587412587412588,143,962,ETS,qwen,openai,P2,959183449,3,[5]
50,2.390852390852391,18.88111888111888,143,962,ETS,qwen,openai,P2,959183449,3,[5]
200,4.5738045738045745,32.16783216783217,143,962,ETS,qwen,openai,P2,959183449,3,[5]
30,4.677754677754678,33.33333333333333,138,962,ETS,qwen,openai,P2,1457248422,3,[5]
50,8.835758835758837,42.7536231884058,138,962,ETS,qwen,openai,P2,1457248422,3,[5]
200,4.677754677754678,33.33333333333333,138,962,ETS,qwen,openai,P2,1457248422,3,[5]
30,7.6923076923076925,42.465753424657535,146,962,ETS,qwen,openai,P2,642571064,3,[5]
50,8.523908523908524,45.89041095890411,146,962,ETS,qwen,openai,P2,642571064,3,[5]
200,3.3264033264033266,26.027397260273972,146,962,ETS,qwen,openai,P2,642571064,3,[5]
30,7.796257796257796,39.568345323741006,139,962,ETS,qwen,openai,P2,3609844797,3,[5]
50,7.276507276507277,37.410071942446045,139,962,ETS,qwen,openai,P2,3609844797,3,[5]
200,6.340956340956342,34.53237410071942,139,962,ETS,qwen,openai,P2,3609844797,3,[5]
30,7.172557172557173,38.84892086330935,139,962,ETS,qwen,openai,P2,1067841243,3,[5]
50,1.6632016632016633,14.388489208633093,139,962,ETS,qwen,openai,P2,1067841243,3,[5]
200,4.5738045738045745,30.215827338129497,139,962,ETS,qwen,openai,P2,1067841243,3,[5]
30,1.40485312899106,14.0625,128,783,ETS,qwen,openai,P3,959183449,3,[5]
50,3.3205619412515963,20.3125,128,783,ETS,qwen,openai,P3,959183449,3,[5]
200,4.086845466155811,26.5625,128,783,ETS,qwen,openai,P3,959183449,3,[5]
30,1.9157088122605364,15.972222222222221,144,783,ETS,qwen,openai,P3,1457248422,3,[5]
50,3.4482758620689653,20.13888888888889,144,783,ETS,qwen,openai,P3,1457248422,3,[5]
200,8.301404853128991,40.27777777777778,144,783,ETS,qwen,openai,P3,1457248422,3,[5]
30,12.132822477650064,49.25373134328358,134,783,ETS,qwen,openai,P3,642571064,3,[5]
50,6.7688378033205625,34.32835820895522,134,783,ETS,qwen,openai,P3,642571064,3,[5]
200,5.874840357598978,30.597014925373134,134,783,ETS,qwen,openai,P3,642571064,3,[5]
30,1.532567049808429,13.970588235294118,136,783,ETS,qwen,openai,P3,3609844797,3,[5]
50,2.937420178799489,17.647058823529413,136,783,ETS,qwen,openai,P3,3609844797,3,[5]
200,4.469987228607918,27.941176470588236,136,783,ETS,qwen,openai,P3,3609844797,3,[5]
30,3.065134099616858,18.705035971223023,139,783,ETS,qwen,openai,P3,1067841243,3,[5]
50,3.065134099616858,18.705035971223023,139,783,ETS,qwen,openai,P3,1067841243,3,[5]
200,4.21455938697318,28.05755395683453,139,783,ETS,qwen,openai,P3,1067841243,3,[5]
30,0.3382187147688839,0.8,125,887,ETS,qwen,openai,P4,959183449,3,[5]
50,3.3821871476888385,28.000000000000004,125,887,ETS,qwen,openai,P4,959183449,3,[5]
200,4.8478015783540025,32.800000000000004,125,887,ETS,qwen,openai,P4,959183449,3,[5]
30,0.7891770011273956,9.774436090225564,133,887,ETS,qwen,openai,P4,1457248422,3,[5]
50,3.9458850056369785,29.32330827067669,133,887,ETS,qwen,openai,P4,1457248422,3,[5]
200,5.0732807215332585,33.08270676691729,133,887,ETS,qwen,openai,P4,1457248422,3,[5]
30,4.8478015783540025,34.751773049645394,141,887,ETS,qwen,openai,P4,642571064,3,[5]
50,4.8478015783540025,34.751773049645394,141,887,ETS,qwen,openai,P4,642571064,3,[5]
200,5.0732807215332585,35.46099290780142,141,887,ETS,qwen,openai,P4,642571064,3,[5]
30,0.2254791431792559,0.6666666666666667,150,887,ETS,qwen,openai,P4,3609844797,3,[5]
50,0.2254791431792559,0.6666666666666667,150,887,ETS,qwen,openai,P4,3609844797,3,[5]
200,5.186020293122886,34.66666666666667,150,887,ETS,qwen,openai,P4,3609844797,3,[5]
30,0.0,0.7042253521126761,142,887,ETS,qwen,openai,P4,1067841243,3,[5]
50,4.284103720405862,30.28169014084507,142,887,ETS,qwen,openai,P4,1067841243,3,[5]
200,5.186020293122886,33.80281690140845,142,887,ETS,qwen,openai,P4,1067841243,3,[5]
30,5.1153460381143425,34.46601941747573,206,997,ETS,qwen,openai,P5,959183449,3,[5]
50,5.1153460381143425,34.46601941747573,206,997,ETS,qwen,openai,P5,959183449,3,[5]
200,4.814443329989969,32.5242718446602,206,997,ETS,qwen,openai,P5,959183449,3,[5]
30,1.5045135406218655,10.891089108910892,202,997,ETS,qwen,openai,P5,1457248422,3,[5]
50,4.012036108324975,21.782178217821784,202,997,ETS,qwen,openai,P5,1457248422,3,[5]
200,4.413239719157472,27.22772277227723,202,997,ETS,qwen,openai,P5,1457248422,3,[5]
30,2.507522567703109,15.42056074766355,214,997,ETS,qwen,openai,P5,642571064,3,[5]
50,2.507522567703109,15.42056074766355,214,997,ETS,qwen,openai,P5,642571064,3,[5]
200,6.519558676028084,35.046728971962615,214,997,ETS,qwen,openai,P5,642571064,3,[5]
30,1.2036108324974923,7.537688442211055,199,997,ETS,qwen,openai,P5,3609844797,3,[5]
50,1.60481444332999,9.547738693467336,199,997,ETS,qwen,openai,P5,3609844797,3,[5]
200,4.012036108324975,25.628140703517587,199,997,ETS,qwen,openai,P5,3609844797,3,[5]
30,3.1093279839518555,19.617224880382775,209,997,ETS,qwen,openai,P5,1067841243,3,[5]
50,3.1093279839518555,19.617224880382775,209,997,ETS,qwen,openai,P5,1067841243,3,[5]
200,8.425275827482448,38.27751196172249,209,997,ETS,qwen,openai,P5,1067841243,3,[5]
30,3.861788617886179,20.588235294117645,102,492,ETS,qwen,openai,P6,959183449,3,[5]
50,7.926829268292683,42.15686274509804,102,492,ETS,qwen,openai,P6,959183449,3,[5]
200,7.317073170731707,38.23529411764706,102,492,ETS,qwen,openai,P6,959183449,3,[5]
30,3.861788617886179,23.809523809523807,84,492,ETS,qwen,openai,P6,1457248422,3,[5]
50,3.861788617886179,23.809523809523807,84,492,ETS,qwen,openai,P6,1457248422,3,[5]
200,3.861788617886179,23.809523809523807,84,492,ETS,qwen,openai,P6,1457248422,3,[5]
30,3.861788617886179,21.839080459770116,87,492,ETS,qwen,openai,P6,642571064,3,[5]
50,7.723577235772358,37.93103448275862,87,492,ETS,qwen,openai,P6,642571064,3,[5]
200,6.504065040650407,33.33333333333333,87,492,ETS,qwen,openai,P6,642571064,3,[5]
30,0.8130081300813009,6.097560975609756,82,492,ETS,qwen,openai,P6,3609844797,3,[5]
50,2.8455284552845526,13.414634146341465,82,492,ETS,qwen,openai,P6,3609844797,3,[5]
200,5.487804878048781,35.36585365853659,82,492,ETS,qwen,openai,P6,3609844797,3,[5]
30,6.504065040650407,32.91139240506329,79,492,ETS,qwen,openai,P6,1067841243,3,[5]
50,6.707317073170732,34.177215189873415,79,492,ETS,qwen,openai,P6,1067841243,3,[5]
200,5.284552845528456,29.11392405063291,79,492,ETS,qwen,openai,P6,1067841243,3,[5]
30,3.066914498141264,20.967741935483872,124,1076,ETS,qwen,openai,P7,959183449,3,[5]
50,1.7657992565055762,10.483870967741936,124,1076,ETS,qwen,openai,P7,959183449,3,[5]
200,5.5762081784386615,25.806451612903224,124,1076,ETS,qwen,openai,P7,959183449,3,[5]
30,0.4646840148698885,7.462686567164178,134,1076,ETS,qwen,openai,P7,1457248422,3,[5]
50,0.8364312267657992,8.955223880597014,134,1076,ETS,qwen,openai,P7,1457248422,3,[5]
200,4.646840148698884,26.119402985074625,134,1076,ETS,qwen,openai,P7,1457248422,3,[5]
30,4.83271375464684,26.42857142857143,140,1076,ETS,qwen,openai,P7,642571064,3,[5]
50,4.83271375464684,26.42857142857143,140,1076,ETS,qwen,openai,P7,642571064,3,[5]
200,9.014869888475836,34.285714285714285,140,1076,ETS,qwen,openai,P7,642571064,3,[5]
30,1.3940520446096654,13.28125,128,1076,ETS,qwen,openai,P7,3609844797,3,[5]
50,2.973977695167286,24.21875,128,1076,ETS,qwen,openai,P7,3609844797,3,[5]
200,6.133828996282528,32.03125,128,1076,ETS,qwen,openai,P7,3609844797,3,[5]
