n_train,False positive rate,Power,Outliers,total_samples,dataset,model,method,prompt,seed,base,alternatives
50,0.8316008316008316,96.77754677754677,962,962,ETS,qwen,openai,P2,959183449,1,[7]
200,5.50935550935551,98.33679833679834,962,962,ETS,qwen,openai,P2,959183449,1,[7]
30,4.781704781704782,97.60914760914761,962,962,ETS,qwen,openai,P2,1457248422,1,[7]
50,4.781704781704782,97.60914760914761,962,962,ETS,qwen,openai,P2,1457248422,1,[7]
200,5.50935550935551,98.23284823284824,962,962,ETS,qwen,openai,P2,1457248422,1,[7]
30,1.2474012474012475,96.25779625779626,962,962,ETS,qwen,openai,P2,642571064,1,[7]
50,1.2474012474012475,96.46569646569647,962,962,ETS,qwen,openai,P2,642571064,1,[7]
200,3.6382536382536386,97.71309771309772,962,962,ETS,qwen,openai,P2,642571064,1,[7]
30,1.4553014553014554,96.15384615384616,962,962,ETS,qwen,openai,P2,3609844797,1,[7]
50,1.7671517671517671,96.46569646569647,962,962,ETS,qwen,openai,P2,3609844797,1,[7]
200,3.8461538461538463,97.60914760914761,962,962,ETS,qwen,openai,P2,3609844797,1,[7]
30,2.7027027027027026,96.77754677754677,962,962,ETS,qwen,openai,P2,1067841243,1,[7]
50,2.7027027027027026,96.77754677754677,962,962,ETS,qwen,openai,P2,1067841243,1,[7]
200,4.158004158004158,97.60914760914761,962,962,ETS,qwen,openai,P2,1067841243,1,[7]
30,0.0,86.97318007662835,783,783,ETS,qwen,openai,P3,959183449,1,[7]
50,5.491698595146871,96.93486590038314,783,783,ETS,qwen,openai,P3,959183449,1,[7]
200,5.491698595146871,96.93486590038314,783,783,ETS,qwen,openai,P3,959183449,1,[7]
30,0.2554278416347382,87.86717752234993,783,783,ETS,qwen,openai,P3,1457248422,1,[7]
50,1.532567049808429,93.48659003831418,783,783,ETS,qwen,openai,P3,1457248422,1,[7]
200,3.4482758620689653,95.40229885057471,783,783,ETS,qwen,openai,P3,1457248422,1,[7]
30,4.21455938697318,95.78544061302682,783,783,ETS,qwen,openai,P3,642571064,1,[7]
50,4.21455938697318,95.78544061302682,783,783,ETS,qwen,openai,P3,642571064,1,[7]
200,7.2796934865900385,96.93486590038314,783,783,ETS,qwen,openai,P3,642571064,1,[7]
30,0.8939974457215836,90.42145593869732,783,783,ETS,qwen,openai,P3,3609844797,1,[7]
50,1.6602809706257982,93.10344827586206,783,783,ETS,qwen,openai,P3,3609844797,1,[7]
200,6.896551724137931,96.80715197956577,783,783,ETS,qwen,openai,P3,3609844797,1,[7]
30,4.725415070242656,96.16858237547893,783,783,ETS,qwen,openai,P3,1067841243,1,[7]
50,4.725415070242656,96.16858237547893,783,783,ETS,qwen,openai,P3,1067841243,1,[7]
200,6.002554278416347,96.42401021711366,783,783,ETS,qwen,openai,P3,1067841243,1,[7]
30,1.3528748590755355,96.16252821670429,886,887,ETS,qwen,openai,P4,959183449,1,[7]
50,4.058624577226606,97.96839729119638,886,887,ETS,qwen,openai,P4,959183449,1,[7]
200,4.058624577226606,97.96839729119638,886,887,ETS,qwen,openai,P4,959183449,1,[7]
30,5.411499436302142,97.96839729119638,886,887,ETS,qwen,openai,P4,1457248422,1,[7]
50,5.411499436302142,97.96839729119638,886,887,ETS,qwen,openai,P4,1457248422,1,[7]
200,5.411499436302142,97.96839729119638,886,887,ETS,qwen,openai,P4,1457248422,1,[7]
30,0.7891770011273956,95.82392776523702,886,887,ETS,qwen,openai,P4,642571064,1,[7]
50,0.9019165727170236,96.16252821670429,886,887,ETS,qwen,openai,P4,642571064,1,[7]
200,2.142051860202931,97.85553047404063,886,887,ETS,qwen,openai,P4,642571064,1,[7]
30,2.029312288613303,96.72686230248307,886,887,ETS,qwen,openai,P4,3609844797,1,[7]
50,2.480270574971815,97.29119638826185,886,887,ETS,qwen,openai,P4,3609844797,1,[7]
200,3.8331454340473505,97.85553047404063,886,887,ETS,qwen,openai,P4,3609844797,1,[7]
30,2.254791431792559,97.74266365688487,886,887,ETS,qwen,openai,P4,1067841243,1,[7]
50,4.1713641488162345,98.1941309255079,886,887,ETS,qwen,openai,P4,1067841243,1,[7]
200,4.284103720405862,98.1941309255079,886,887,ETS,qwen,openai,P4,1067841243,1,[7]
30,1.2036108324974923,94.78435305917753,997,997,ETS,qwen,openai,P5,959183449,1,[7]
50,2.908726178535607,95.88766298896691,997,997,ETS,qwen,openai,P5,959183449,1,[7]
200,4.212637913741224,96.99097291875627,997,997,ETS,qwen,openai,P5,959183449,1,[7]
30,4.613841524573721,97.19157472417251,997,997,ETS,qwen,openai,P5,1457248422,1,[7]
50,6.41925777331996,97.79338014042126,997,997,ETS,qwen,openai,P5,1457248422,1,[7]
200,6.41925777331996,97.79338014042126,997,997,ETS,qwen,openai,P5,1457248422,1,[7]
30,3.711133400200602,96.99097291875627,997,997,ETS,qwen,openai,P5,642571064,1,[7]
50,3.711133400200602,96.99097291875627,997,997,ETS,qwen,openai,P5,642571064,1,[7]
200,3.8114343029087263,96.99097291875627,997,997,ETS,qwen,openai,P5,642571064,1,[7]
30,5.817452357071214,97.79338014042126,997,997,ETS,qwen,openai,P5,3609844797,1,[7]
50,0.802407221664995,93.98194583751254,997,997,ETS,qwen,openai,P5,3609844797,1,[7]
200,5.516549648946841,97.59277833500502,997,997,ETS,qwen,openai,P5,3609844797,1,[7]
30,1.2036108324974923,94.88465396188566,997,997,ETS,qwen,openai,P5,1067841243,1,[7]
50,1.8054162487462388,95.4864593781344,997,997,ETS,qwen,openai,P5,1067841243,1,[7]
200,2.8084252758274824,96.48946840521565,997,997,ETS,qwen,openai,P5,1067841243,1,[7]
30,2.4390243902439024,93.4959349593496,492,492,ETS,qwen,openai,P6,959183449,1,[7]
50,2.8455284552845526,93.90243902439023,492,492,ETS,qwen,openai,P6,959183449,1,[7]
200,3.4552845528455287,94.3089430894309,492,492,ETS,qwen,openai,P6,959183449,1,[7]
30,4.878048780487805,96.34146341463415,492,492,ETS,qwen,openai,P6,1457248422,1,[7]
50,3.2520325203252036,95.1219512195122,492,492,ETS,qwen,openai,P6,1457248422,1,[7]
200,3.2520325203252036,95.1219512195122,492,492,ETS,qwen,openai,P6,1457248422,1,[7]
30,0.20325203252032523,74.1869918699187,492,492,ETS,qwen,openai,P6,642571064,1,[7]
50,6.910569105691057,95.9349593495935,492,492,ETS,qwen,openai,P6,642571064,1,[7]
200,6.300813008130081,95.9349593495935,492,492,ETS,qwen,openai,P6,642571064,1,[7]
30,1.4227642276422763,92.6829268292683,492,492,ETS,qwen,openai,P6,3609844797,1,[7]
50,5.487804878048781,95.32520325203252,492,492,ETS,qwen,openai,P6,3609844797,1,[7]
200,7.317073170731707,95.9349593495935,492,492,ETS,qwen,openai,P6,3609844797,1,[7]
30,1.6260162601626018,91.46341463414635,492,492,ETS,qwen,openai,P6,1067841243,1,[7]
50,8.536585365853659,96.34146341463415,492,492,ETS,qwen,openai,P6,1067841243,1,[7]
200,9.75609756097561,96.7479674796748,492,492,ETS,qwen,openai,P6,1067841243,1,[7]
30,2.509293680297398,93.94785847299813,1074,1076,ETS,qwen,openai,P7,959183449,1,[7]
50,4.089219330855019,95.7169459962756,1074,1076,ETS,qwen,openai,P7,959183449,1,[7]
200,4.646840148698884,96.64804469273743,1074,1076,ETS,qwen,openai,P7,959183449,1,[7]
30,8.921933085501859,98.13953488372093,1075,1076,ETS,qwen,openai,P7,1457248422,1,[7]
50,6.04089219330855,97.48837209302326,1075,1076,ETS,qwen,openai,P7,1457248422,1,[7]
200,8.085501858736059,97.95348837209302,1075,1076,ETS,qwen,openai,P7,1457248422,1,[7]
30,2.2304832713754648,93.95348837209302,1075,1076,ETS,qwen,openai,P7,642571064,1,[7]
50,1.1152416356877324,89.30232558139535,1075,1076,ETS,qwen,openai,P7,642571064,1,[7]
200,4.553903345724907,96.18604651162791,1075,1076,ETS,qwen,openai,P7,642571064,1,[7]
30,17.100371747211895,98.4171322160149,1074,1076,ETS,qwen,openai,P7,3609844797,1,[7]
50,0.929368029739777,89.3854748603352,1074,1076,ETS,qwen,openai,P7,3609844797,1,[7]
200,3.717472118959108,95.15828677839852,1074,1076,ETS,qwen,openai,P7,3609844797,1,[7]
30,2.2304832713754648,93.57541899441341,1074,1076,ETS,qwen,openai,P7,1067841243,1,[7]
50,8.45724907063197,97.67225325884544,1074,1076,ETS,qwen,openai,P7,1067841243,1,[7]
200,6.412639405204461,97.20670391061452,1074,1076,ETS,qwen,openai,P7,1067841243,1,[7]
30,1.03480714957667,93.97363465160076,1062,1063,ETS,qwen,openai,P8,959183449,1,[7]
50,2.634054562558796,96.7984934086629,1062,1063,ETS,qwen,openai,P8,959183449,1,[7]
200,3.762935089369708,97.36346516007532,1062,1063,ETS,qwen,openai,P8,959183449,1,[7]
30,4.421448730009407,97.08097928436912,1062,1063,ETS,qwen,openai,P8,1457248422,1,[7]
50,0.5644402634054563,91.80790960451978,1062,1063,ETS,qwen,openai,P8,1457248422,1,[7]
200,6.302916274694262,97.64595103578154,1062,1063,ETS,qwen,openai,P8,1457248422,1,[7]
30,5.268109125117592,97.55409219190969,1063,1063,ETS,qwen,openai,P8,642571064,1,[7]
50,5.9266227657572905,97.74223894637818,1063,1063,ETS,qwen,openai,P8,642571064,1,[7]
200,5.268109125117592,97.64816556914393,1063,1063,ETS,qwen,openai,P8,642571064,1,[7]
30,2.06961429915334,96.13935969868173,1062,1063,ETS,qwen,openai,P8,3609844797,1,[7]
50,2.06961429915334,96.13935969868173,1062,1063,ETS,qwen,openai,P8,3609844797,1,[7]
200,2.539981185324553,96.61016949152543,1062,1063,ETS,qwen,openai,P8,3609844797,1,[7]
30,5.456255879586077,97.5517890772128,1062,1063,ETS,qwen,openai,P8,1067841243,1,[7]
50,5.456255879586077,97.5517890772128,1062,1063,ETS,qwen,openai,P8,1067841243,1,[7]
200,6.3969896519285045,97.64595103578154,1062,1063,ETS,qwen,openai,P8,1067841243,1,[7]
30,4.6875,59.63060686015831,379,1024,ETS,qwen,openai,P1,959183449,2,[3]
50,4.6875,60.15831134564644,379,1024,ETS,qwen,openai,P1,959183449,2,[3]
200,7.51953125,68.33773087071239,379,1024,ETS,qwen,openai,P1,959183449,2,[3]
30,0.78125,25.0,416,1024,ETS,qwen,openai,P1,1457248422,2,[3]
50,3.3203125,47.83653846153847,416,1024,ETS,qwen,openai,P1,1457248422,2,[3]
200,4.4921875,57.932692307692314,416,1024,ETS,qwen,openai,P1,1457248422,2,[3]
30,12.40234375,78.29457364341084,387,1024,ETS,qwen,openai,P1,642571064,2,[3]
50,12.40234375,78.29457364341084,387,1024,ETS,qwen,openai,P1,642571064,2,[3]
200,4.19921875,58.139534883720934,387,1024,ETS,qwen,openai,P1,642571064,2,[3]
30,0.87890625,22.85012285012285,407,1024,ETS,qwen,openai,P1,3609844797,2,[3]
50,2.05078125,32.432432432432435,407,1024,ETS,qwen,openai,P1,3609844797,2,[3]
200,5.6640625,57.98525798525799,407,1024,ETS,qwen,openai,P1,3609844797,2,[3]
30,0.1953125,5.41871921182266,406,1024,ETS,qwen,openai,P1,1067841243,2,[3]
50,1.46484375,31.773399014778324,406,1024,ETS,qwen,openai,P1,1067841243,2,[3]
200,7.71484375,66.25615763546799,406,1024,ETS,qwen,openai,P1,1067841243,2,[3]
30,0.6237006237006237,23.684210526315788,342,962,ETS,qwen,openai,P2,959183449,2,[3]
50,0.9355509355509356,28.654970760233915,342,962,ETS,qwen,openai,P2,959183449,2,[3]
200,8.419958419958421,68.42105263157895,342,962,ETS,qwen,openai,P2,959183449,2,[3]
30,6.756756756756757,63.323782234957015,349,962,ETS,qwen,openai,P2,1457248422,2,[3]
50,4.5738045738045745,55.873925501432666,349,962,ETS,qwen,openai,P2,1457248422,2,[3]
200,4.46985446985447,55.014326647564474,349,962,ETS,qwen,openai,P2,1457248422,2,[3]
30,0.4158004158004158,25.722543352601157,346,962,ETS,qwen,openai,P2,642571064,2,[3]
50,0.4158004158004158,25.722543352601157,346,962,ETS,qwen,openai,P2,642571064,2,[3]
200,1.9750519750519753,39.59537572254335,346,962,ETS,qwen,openai,P2,642571064,2,[3]
30,8.731808731808732,69.49685534591194,318,962,ETS,qwen,openai,P2,3609844797,2,[3]
50,8.731808731808732,69.49685534591194,318,962,ETS,qwen,openai,P2,3609844797,2,[3]
200,6.756756756756757,65.40880503144653,318,962,ETS,qwen,openai,P2,3609844797,2,[3]
30,7.796257796257796,67.55162241887905,339,962,ETS,qwen,openai,P2,1067841243,2,[3]
50,7.796257796257796,67.55162241887905,339,962,ETS,qwen,openai,P2,1067841243,2,[3]
200,7.0686070686070686,64.30678466076697,339,962,ETS,qwen,openai,P2,1067841243,2,[3]
30,0.8939974457215836,26.08695652173913,299,783,ETS,qwen,openai,P3,959183449,2,[3]
50,1.1494252873563218,28.093645484949832,299,783,ETS,qwen,openai,P3,959183449,2,[3]
200,3.959131545338442,50.16722408026756,299,783,ETS,qwen,openai,P3,959183449,2,[3]
30,0.5108556832694764,27.054794520547947,292,783,ETS,qwen,openai,P3,1457248422,2,[3]
50,3.1928480204342273,47.26027397260274,292,783,ETS,qwen,openai,P3,1457248422,2,[3]
200,3.5759897828863343,48.97260273972603,292,783,ETS,qwen,openai,P3,1457248422,2,[3]
30,1.1494252873563218,29.20962199312715,291,783,ETS,qwen,openai,P3,642571064,2,[3]
50,2.80970625798212,44.329896907216494,291,783,ETS,qwen,openai,P3,642571064,2,[3]
200,4.853128991060025,55.670103092783506,291,783,ETS,qwen,openai,P3,642571064,2,[3]
30,0.38314176245210724,21.75226586102719,331,783,ETS,qwen,openai,P3,3609844797,2,[3]
50,2.937420178799489,40.181268882175225,331,783,ETS,qwen,openai,P3,3609844797,2,[3]
200,5.108556832694764,54.68277945619335,331,783,ETS,qwen,openai,P3,3609844797,2,[3]
30,6.385696040868455,58.666666666666664,300,783,ETS,qwen,openai,P3,1067841243,2,[3]
50,3.1928480204342273,45.0,300,783,ETS,qwen,openai,P3,1067841243,2,[3]
200,4.725415070242656,55.00000000000001,300,783,ETS,qwen,openai,P3,1067841243,2,[3]
30,1.3528748590755355,32.773109243697476,357,887,ETS,qwen,openai,P4,959183449,2,[3]
50,4.058624577226606,57.70308123249299,357,887,ETS,qwen,openai,P4,959183449,2,[3]
200,5.2987598647125145,64.9859943977591,357,887,ETS,qwen,openai,P4,959183449,2,[3]
30,3.269447576099211,54.08450704225351,355,887,ETS,qwen,openai,P4,1457248422,2,[3]
50,4.8478015783540025,60.84507042253521,355,887,ETS,qwen,openai,P4,1457248422,2,[3]
200,4.8478015783540025,60.84507042253521,355,887,ETS,qwen,openai,P4,1457248422,2,[3]
30,3.494926719278467,54.54545454545454,341,887,ETS,qwen,openai,P4,642571064,2,[3]
50,3.494926719278467,54.54545454545454,341,887,ETS,qwen,openai,P4,642571064,2,[3]
200,4.96054114994363,59.82404692082112,341,887,ETS,qwen,openai,P4,642571064,2,[3]
30,1.4656144306651635,35.714285714285715,364,887,ETS,qwen,openai,P4,3609844797,2,[3]
50,1.9165727170236753,47.527472527472526,364,887,ETS,qwen,openai,P4,3609844797,2,[3]
200,5.0732807215332585,65.38461538461539,364,887,ETS,qwen,openai,P4,3609844797,2,[3]
30,3.269447576099211,50.70422535211267,355,887,ETS,qwen,openai,P4,1067841243,2,[3]
50,3.720405862457723,53.52112676056338,355,887,ETS,qwen,openai,P4,1067841243,2,[3]
200,4.8478015783540025,59.71830985915493,355,887,ETS,qwen,openai,P4,1067841243,2,[3]
30,1.2036108324974923,38.81019830028329,353,997,ETS,qwen,openai,P5,959183449,2,[3]
50,1.2036108324974923,38.81019830028329,353,997,ETS,qwen,openai,P5,959183449,2,[3]
200,3.510531594784353,56.09065155807366,353,997,ETS,qwen,openai,P5,959183449,2,[3]
30,1.2036108324974923,36.768802228412255,359,997,ETS,qwen,openai,P5,1457248422,2,[3]
50,1.2036108324974923,36.768802228412255,359,997,ETS,qwen,openai,P5,1457248422,2,[3]
200,5.616850551654965,59.33147632311978,359,997,ETS,qwen,openai,P5,1457248422,2,[3]
30,0.9027081243731194,31.63841807909605,354,997,ETS,qwen,openai,P5,642571064,2,[3]
50,0.9027081243731194,31.63841807909605,354,997,ETS,qwen,openai,P5,642571064,2,[3]
200,5.416248746238716,58.19209039548022,354,997,ETS,qwen,openai,P5,642571064,2,[3]
30,1.4042126379137412,39.07103825136612,366,997,ETS,qwen,openai,P5,3609844797,2,[3]
50,1.3039117352056169,37.97814207650273,366,997,ETS,qwen,openai,P5,3609844797,2,[3]
200,4.112337011033099,56.01092896174863,366,997,ETS,qwen,openai,P5,3609844797,2,[3]
30,1.0030090270812437,31.750741839762615,337,997,ETS,qwen,openai,P5,1067841243,2,[3]
50,9.42828485456369,69.43620178041543,337,997,ETS,qwen,openai,P5,1067841243,2,[3]
200,7.021063189568706,64.39169139465875,337,997,ETS,qwen,openai,P5,1067841243,2,[3]
30,4.2682926829268295,51.690821256038646,207,492,ETS,qwen,openai,P6,959183449,2,[3]
50,5.08130081300813,58.454106280193244,207,492,ETS,qwen,openai,P6,959183449,2,[3]
200,5.08130081300813,58.454106280193244,207,492,ETS,qwen,openai,P6,959183449,2,[3]
30,1.4227642276422763,32.242990654205606,214,492,ETS,qwen,openai,P6,1457248422,2,[3]
50,3.2520325203252036,49.532710280373834,214,492,ETS,qwen,openai,P6,1457248422,2,[3]
200,4.0650406504065035,52.80373831775701,214,492,ETS,qwen,openai,P6,1457248422,2,[3]
30,5.487804878048781,62.5,200,492,ETS,qwen,openai,P6,642571064,2,[3]
50,5.487804878048781,62.5,200,492,ETS,qwen,openai,P6,642571064,2,[3]
200,5.691056910569105,64.0,200,492,ETS,qwen,openai,P6,642571064,2,[3]
30,6.300813008130081,60.0,220,492,ETS,qwen,openai,P6,3609844797,2,[3]
50,10.975609756097562,71.36363636363636,220,492,ETS,qwen,openai,P6,3609844797,2,[3]
200,6.300813008130081,60.0,220,492,ETS,qwen,openai,P6,3609844797,2,[3]
30,1.2195121951219512,35.26570048309179,207,492,ETS,qwen,openai,P6,1067841243,2,[3]
50,2.642276422764228,46.3768115942029,207,492,ETS,qwen,openai,P6,1067841243,2,[3]
200,4.0650406504065035,56.038647342995176,207,492,ETS,qwen,openai,P6,1067841243,2,[3]
30,7.434944237918216,64.34108527131784,387,1076,ETS,qwen,openai,P7,959183449,2,[3]
50,5.390334572490707,55.03875968992248,387,1076,ETS,qwen,openai,P7,959183449,2,[3]
200,3.717472118959108,45.99483204134367,387,1076,ETS,qwen,openai,P7,959183449,2,[3]
30,0.18587360594795538,3.6414565826330536,357,1076,ETS,qwen,openai,P7,1457248422,2,[3]
50,1.6728624535315983,28.291316526610643,357,1076,ETS,qwen,openai,P7,1457248422,2,[3]
200,3.62453531598513,45.65826330532213,357,1076,ETS,qwen,openai,P7,1457248422,2,[3]
30,1.1152416356877324,23.45360824742268,388,1076,ETS,qwen,openai,P7,642571064,2,[3]
50,1.1152416356877324,20.618556701030926,388,1076,ETS,qwen,openai,P7,642571064,2,[3]
200,3.903345724907063,46.134020618556704,388,1076,ETS,qwen,openai,P7,642571064,2,[3]
30,0.5576208178438662,13.019390581717452,361,1076,ETS,qwen,openai,P7,3609844797,2,[3]
50,1.486988847583643,31.855955678670362,361,1076,ETS,qwen,openai,P7,3609844797,2,[3]
200,2.6951672862453533,42.38227146814405,361,1076,ETS,qwen,openai,P7,3609844797,2,[3]
30,5.297397769516729,52.73775216138329,347,1076,ETS,qwen,openai,P7,1067841243,2,[3]
50,11.059479553903346,71.75792507204612,347,1076,ETS,qwen,openai,P7,1067841243,2,[3]
200,6.04089219330855,56.195965417867434,347,1076,ETS,qwen,openai,P7,1067841243,2,[3]
30,0.4703668861712135,23.96694214876033,363,1063,ETS,qwen,openai,P8,959183449,2,[3]
50,4.703668861712136,56.74931129476584,363,1063,ETS,qwen,openai,P8,959183449,2,[3]
200,4.703668861712136,56.74931129476584,363,1063,ETS,qwen,openai,P8,959183449,2,[3]
30,7.525870178739416,68.51851851851852,378,1063,ETS,qwen,openai,P8,1457248422,2,[3]
50,7.149576669802446,65.60846560846561,378,1063,ETS,qwen,openai,P8,1457248422,2,[3]
200,6.773283160865475,63.49206349206349,378,1063,ETS,qwen,openai,P8,1457248422,2,[3]
30,1.881467544684854,41.08108108108108,370,1063,ETS,qwen,openai,P8,642571064,2,[3]
50,1.975540921919097,41.08108108108108,370,1063,ETS,qwen,openai,P8,642571064,2,[3]
200,2.1636876763875823,45.13513513513514,370,1063,ETS,qwen,openai,P8,642571064,2,[3]
30,6.679209783631232,65.95174262734585,373,1063,ETS,qwen,openai,P8,3609844797,2,[3]
50,4.985888993414863,57.64075067024129,373,1063,ETS,qwen,openai,P8,3609844797,2,[3]
200,2.539981185324553,47.18498659517426,373,1063,ETS,qwen,openai,P8,3609844797,2,[3]
30,3.1044214487300095,46.59400544959128,367,1063,ETS,qwen,openai,P8,1067841243,2,[3]
50,0.5644402634054563,22.070844686648503,367,1063,ETS,qwen,openai,P8,1067841243,2,[3]
200,4.703668861712136,55.5858310626703,367,1063,ETS,qwen,openai,P8,1067841243,2,[3]
30,4.6875,74.6938775510204,490,1024,ETS,qwen,openai,P1,959183449,2,[4]
50,4.6875,74.6938775510204,490,1024,ETS,qwen,openai,P1,959183449,2,[4]
200,7.51953125,82.85714285714286,490,1024,ETS,qwen,openai,P1,959183449,2,[4]
30,0.78125,42.01183431952663,507,1024,ETS,qwen,openai,P1,1457248422,2,[4]
50,3.3203125,64.89151873767258,507,1024,ETS,qwen,openai,P1,1457248422,2,[4]
200,4.4921875,72.38658777120315,507,1024,ETS,qwen,openai,P1,1457248422,2,[4]
30,12.40234375,89.79166666666667,480,1024,ETS,qwen,openai,P1,642571064,2,[4]
50,12.40234375,89.79166666666667,480,1024,ETS,qwen,openai,P1,642571064,2,[4]
200,4.19921875,75.0,480,1024,ETS,qwen,openai,P1,642571064,2,[4]
30,0.87890625,40.94488188976378,508,1024,ETS,qwen,openai,P1,3609844797,2,[4]
50,2.05078125,52.95275590551181,508,1024,ETS,qwen,openai,P1,3609844797,2,[4]
200,5.6640625,74.40944881889764,508,1024,ETS,qwen,openai,P1,3609844797,2,[4]
30,0.1953125,10.95890410958904,511,1024,ETS,qwen,openai,P1,1067841243,2,[4]
50,1.46484375,49.902152641878665,511,1024,ETS,qwen,openai,P1,1067841243,2,[4]
200,7.71484375,81.60469667318982,511,1024,ETS,qwen,openai,P1,1067841243,2,[4]
30,0.6237006237006237,38.18984547461369,453,962,ETS,qwen,openai,P2,959183449,2,[4]
50,0.9355509355509356,42.16335540838852,453,962,ETS,qwen,openai,P2,959183449,2,[4]
200,8.419958419958421,79.69094922737307,453,962,ETS,qwen,openai,P2,959183449,2,[4]
30,6.756756756756757,76.58227848101265,474,962,ETS,qwen,openai,P2,1457248422,2,[4]
50,4.5738045738045745,70.25316455696202,474,962,ETS,qwen,openai,P2,1457248422,2,[4]
200,4.46985446985447,70.25316455696202,474,962,ETS,qwen,openai,P2,1457248422,2,[4]
30,0.4158004158004158,39.375,480,962,ETS,qwen,openai,P2,642571064,2,[4]
50,0.4158004158004158,39.375,480,962,ETS,qwen,openai,P2,642571064,2,[4]
200,1.9750519750519753,56.25,480,962,ETS,qwen,openai,P2,642571064,2,[4]
30,8.731808731808732,81.10599078341014,434,962,ETS,qwen,openai,P2,3609844797,2,[4]
50,8.731808731808732,81.10599078341014,434,962,ETS,qwen,openai,P2,3609844797,2,[4]
200,6.756756756756757,77.41935483870968,434,962,ETS,qwen,openai,P2,3609844797,2,[4]
30,7.796257796257796,78.25159914712152,469,962,ETS,qwen,openai,P2,1067841243,2,[4]
50,7.796257796257796,78.25159914712152,469,962,ETS,qwen,openai,P2,1067841243,2,[4]
200,7.0686070686070686,76.33262260127933,469,962,ETS,qwen,openai,P2,1067841243,2,[4]
30,0.8939974457215836,37.721518987341774,395,783,ETS,qwen,openai,P3,959183449,2,[4]
50,1.1494252873563218,41.77215189873418,395,783,ETS,qwen,openai,P3,959183449,2,[4]
200,3.959131545338442,66.32911392405063,395,783,ETS,qwen,openai,P3,959183449,2,[4]
30,0.5108556832694764,38.03191489361702,376,783,ETS,qwen,openai,P3,1457248422,2,[4]
50,3.1928480204342273,60.90425531914894,376,783,ETS,qwen,openai,P3,1457248422,2,[4]
200,3.5759897828863343,63.03191489361703,376,783,ETS,qwen,openai,P3,1457248422,2,[4]
30,1.1494252873563218,44.23592493297587,373,783,ETS,qwen,openai,P3,642571064,2,[4]
50,2.80970625798212,61.12600536193029,373,783,ETS,qwen,openai,P3,642571064,2,[4]
200,4.853128991060025,71.31367292225201,373,783,ETS,qwen,openai,P3,642571064,2,[4]
30,0.38314176245210724,33.25471698113208,424,783,ETS,qwen,openai,P3,3609844797,2,[4]
50,2.937420178799489,56.60377358490566,424,783,ETS,qwen,openai,P3,3609844797,2,[4]
200,5.108556832694764,69.33962264150944,424,783,ETS,qwen,openai,P3,3609844797,2,[4]
30,6.385696040868455,73.35092348284961,379,783,ETS,qwen,openai,P3,1067841243,2,[4]
50,3.1928480204342273,60.68601583113457,379,783,ETS,qwen,openai,P3,1067841243,2,[4]
200,4.725415070242656,72.0316622691293,379,783,ETS,qwen,openai,P3,1067841243,2,[4]
30,1.3528748590755355,44.1747572815534,412,887,ETS,qwen,openai,P4,959183449,2,[4]
50,4.058624577226606,68.93203883495146,412,887,ETS,qwen,openai,P4,959183449,2,[4]
200,5.2987598647125145,72.0873786407767,412,887,ETS,qwen,openai,P4,959183449,2,[4]
30,3.269447576099211,65.33665835411472,401,887,ETS,qwen,openai,P4,1457248422,2,[4]
50,4.8478015783540025,70.32418952618454,401,887,ETS,qwen,openai,P4,1457248422,2,[4]
200,4.8478015783540025,70.32418952618454,401,887,ETS,qwen,openai,P4,1457248422,2,[4]
30,3.494926719278467,65.3061224489796,392,887,ETS,qwen,openai,P4,642571064,2,[4]
50,3.494926719278467,65.3061224489796,392,887,ETS,qwen,openai,P4,642571064,2,[4]
200,4.96054114994363,69.89795918367348,392,887,ETS,qwen,openai,P4,642571064,2,[4]
30,1.4656144306651635,49.257425742574256,404,887,ETS,qwen,openai,P4,3609844797,2,[4]
50,1.9165727170236753,58.415841584158414,404,887,ETS,qwen,openai,P4,3609844797,2,[4]
200,5.0732807215332585,72.02970297029702,404,887,ETS,qwen,openai,P4,3609844797,2,[4]
30,3.269447576099211,60.6516290726817,399,887,ETS,qwen,openai,P4,1067841243,2,[4]
50,3.720405862457723,64.41102756892231,399,887,ETS,qwen,openai,P4,1067841243,2,[4]
200,4.8478015783540025,69.42355889724311,399,887,ETS,qwen,openai,P4,1067841243,2,[4]
30,1.2036108324974923,57.3394495412844,436,997,ETS,qwen,openai,P5,959183449,2,[4]
50,1.2036108324974923,57.3394495412844,436,997,ETS,qwen,openai,P5,959183449,2,[4]
200,3.510531594784353,73.39449541284404,436,997,ETS,qwen,openai,P5,959183449,2,[4]
30,1.2036108324974923,54.27927927927928,444,997,ETS,qwen,openai,P5,1457248422,2,[4]
50,1.2036108324974923,54.27927927927928,444,997,ETS,qwen,openai,P5,1457248422,2,[4]
200,5.616850551654965,77.02702702702703,444,997,ETS,qwen,openai,P5,1457248422,2,[4]
30,0.9027081243731194,51.0158013544018,443,997,ETS,qwen,openai,P5,642571064,2,[4]
50,0.9027081243731194,51.0158013544018,443,997,ETS,qwen,openai,P5,642571064,2,[4]
200,5.416248746238716,75.39503386004515,443,997,ETS,qwen,openai,P5,642571064,2,[4]
30,1.4042126379137412,54.56570155902004,449,997,ETS,qwen,openai,P5,3609844797,2,[4]
50,1.3039117352056169,53.4521158129176,449,997,ETS,qwen,openai,P5,3609844797,2,[4]
200,4.112337011033099,71.71492204899778,449,997,ETS,qwen,openai,P5,3609844797,2,[4]
