n_train,category,False positive rate,Power,dataset,model,method,prompt,seed,base,alternatives
30,Combined Unweighted,12.639405204460964,97.5417895771878,ETS,qwen,openai,P7,642571064,1,[6]
30,Combined Weighted (quantile),4.925650557620818,88.88888888888889,ETS,qwen,openai,P7,642571064,1,[6]
30,Combined Weighted (mean),4.089219330855019,85.25073746312685,ETS,qwen,openai,P7,642571064,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P8,642571064,1,[6]
5,Combined Unweighted,11.288805268109126,96.7098703888335,ETS,qwen,openai,P8,642571064,1,[6]
5,Combined Weighted (quantile),0.4703668861712135,70.48853439680957,ETS,qwen,openai,P8,642571064,1,[6]
5,Combined Weighted (mean),6.302916274694262,94.01794616151544,ETS,qwen,openai,P8,642571064,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P8,642571064,1,[6]
15,Combined Unweighted,11.288805268109126,96.7098703888335,ETS,qwen,openai,P8,642571064,1,[6]
15,Combined Weighted (quantile),0.0,35.3938185443669,ETS,qwen,openai,P8,642571064,1,[6]
15,Combined Weighted (mean),0.0,30.707876370887337,ETS,qwen,openai,P8,642571064,1,[6]
30,In Distribution Only,0.0,23.42971086739781,ETS,qwen,openai,P8,642571064,1,[6]
30,Combined Unweighted,9.689557855127,96.11166500498504,ETS,qwen,openai,P8,642571064,1,[6]
30,Combined Weighted (quantile),0.8466603951081844,44.56630109670987,ETS,qwen,openai,P8,642571064,1,[6]
30,Combined Weighted (mean),0.0940733772342427,38.88334995014955,ETS,qwen,openai,P8,642571064,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P1,3609844797,1,[6]
5,Combined Unweighted,10.05859375,97.16024340770792,ETS,qwen,openai,P1,3609844797,1,[6]
5,Combined Weighted (quantile),1.171875,79.91886409736308,ETS,qwen,openai,P1,3609844797,1,[6]
5,Combined Weighted (mean),3.61328125,91.3793103448276,ETS,qwen,openai,P1,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P1,3609844797,1,[6]
15,Combined Unweighted,10.05859375,97.16024340770792,ETS,qwen,openai,P1,3609844797,1,[6]
15,Combined Weighted (quantile),8.0078125,96.34888438133872,ETS,qwen,openai,P1,3609844797,1,[6]
15,Combined Weighted (mean),5.6640625,94.62474645030426,ETS,qwen,openai,P1,3609844797,1,[6]
30,In Distribution Only,5.37109375,94.11764705882352,ETS,qwen,openai,P1,3609844797,1,[6]
30,Combined Unweighted,10.05859375,97.16024340770792,ETS,qwen,openai,P1,3609844797,1,[6]
30,Combined Weighted (quantile),8.3984375,96.45030425963488,ETS,qwen,openai,P1,3609844797,1,[6]
30,Combined Weighted (mean),8.0078125,96.34888438133872,ETS,qwen,openai,P1,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P2,3609844797,1,[6]
5,Combined Unweighted,11.642411642411645,97.83080260303689,ETS,qwen,openai,P2,3609844797,1,[6]
5,Combined Weighted (quantile),6.237006237006238,95.5531453362256,ETS,qwen,openai,P2,3609844797,1,[6]
5,Combined Weighted (mean),6.133056133056133,95.44468546637744,ETS,qwen,openai,P2,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P2,3609844797,1,[6]
15,Combined Unweighted,11.746361746361748,97.83080260303689,ETS,qwen,openai,P2,3609844797,1,[6]
15,Combined Weighted (quantile),11.746361746361748,97.83080260303689,ETS,qwen,openai,P2,3609844797,1,[6]
15,Combined Weighted (mean),15.48856548856549,98.37310195227764,ETS,qwen,openai,P2,3609844797,1,[6]
30,In Distribution Only,0.7276507276507277,81.01952277657267,ETS,qwen,openai,P2,3609844797,1,[6]
30,Combined Unweighted,10.395010395010395,97.39696312364426,ETS,qwen,openai,P2,3609844797,1,[6]
30,Combined Weighted (quantile),3.8461538461538463,92.19088937093277,ETS,qwen,openai,P2,3609844797,1,[6]
30,Combined Weighted (mean),4.054054054054054,92.84164859002168,ETS,qwen,openai,P2,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P3,3609844797,1,[6]
5,Combined Unweighted,10.217113665389528,97.0976253298153,ETS,qwen,openai,P3,3609844797,1,[6]
5,Combined Weighted (quantile),0.5108556832694764,68.60158311345647,ETS,qwen,openai,P3,3609844797,1,[6]
5,Combined Weighted (mean),0.7662835249042145,76.64907651715039,ETS,qwen,openai,P3,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P3,3609844797,1,[6]
15,Combined Unweighted,10.217113665389528,97.0976253298153,ETS,qwen,openai,P3,3609844797,1,[6]
15,Combined Weighted (quantile),2.554278416347382,86.93931398416886,ETS,qwen,openai,P3,3609844797,1,[6]
15,Combined Weighted (mean),2.2988505747126435,85.62005277044855,ETS,qwen,openai,P3,3609844797,1,[6]
30,In Distribution Only,1.6602809706257982,81.79419525065963,ETS,qwen,openai,P3,3609844797,1,[6]
30,Combined Unweighted,9.961685823754788,97.0976253298153,ETS,qwen,openai,P3,3609844797,1,[6]
30,Combined Weighted (quantile),5.363984674329502,93.00791556728232,ETS,qwen,openai,P3,3609844797,1,[6]
30,Combined Weighted (mean),4.853128991060025,91.82058047493403,ETS,qwen,openai,P3,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P4,3609844797,1,[6]
5,Combined Unweighted,9.244644870349491,97.7725674091442,ETS,qwen,openai,P4,3609844797,1,[6]
5,Combined Weighted (quantile),3.8331454340473505,94.49003516998827,ETS,qwen,openai,P4,3609844797,1,[6]
5,Combined Weighted (mean),9.244644870349491,97.7725674091442,ETS,qwen,openai,P4,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P4,3609844797,1,[6]
15,Combined Unweighted,9.244644870349491,97.7725674091442,ETS,qwen,openai,P4,3609844797,1,[6]
15,Combined Weighted (quantile),9.244644870349491,97.7725674091442,ETS,qwen,openai,P4,3609844797,1,[6]
15,Combined Weighted (mean),9.244644870349491,97.7725674091442,ETS,qwen,openai,P4,3609844797,1,[6]
30,In Distribution Only,0.6764374295377678,80.07033997655334,ETS,qwen,openai,P4,3609844797,1,[6]
30,Combined Unweighted,8.117249154453212,97.65533411488865,ETS,qwen,openai,P4,3609844797,1,[6]
30,Combined Weighted (quantile),3.0439684329199546,91.32473622508792,ETS,qwen,openai,P4,3609844797,1,[6]
30,Combined Weighted (mean),3.1567080045095826,91.55920281359906,ETS,qwen,openai,P4,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P5,3609844797,1,[6]
5,Combined Unweighted,11.835506519558676,97.06806282722512,ETS,qwen,openai,P5,3609844797,1,[6]
5,Combined Weighted (quantile),0.9027081243731194,77.17277486910994,ETS,qwen,openai,P5,3609844797,1,[6]
5,Combined Weighted (mean),3.8114343029087263,92.14659685863874,ETS,qwen,openai,P5,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P5,3609844797,1,[6]
15,Combined Unweighted,11.03309929789368,96.75392670157068,ETS,qwen,openai,P5,3609844797,1,[6]
15,Combined Weighted (quantile),4.714142427281845,93.29842931937172,ETS,qwen,openai,P5,3609844797,1,[6]
15,Combined Weighted (mean),4.714142427281845,93.29842931937172,ETS,qwen,openai,P5,3609844797,1,[6]
30,In Distribution Only,0.0,49.109947643979055,ETS,qwen,openai,P5,3609844797,1,[6]
30,Combined Unweighted,10.230692076228683,96.64921465968588,ETS,qwen,openai,P5,3609844797,1,[6]
30,Combined Weighted (quantile),5.1153460381143425,93.61256544502618,ETS,qwen,openai,P5,3609844797,1,[6]
30,Combined Weighted (mean),0.6018054162487462,75.07853403141361,ETS,qwen,openai,P5,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P6,3609844797,1,[6]
5,Combined Unweighted,11.788617886178862,95.88744588744588,ETS,qwen,openai,P6,3609844797,1,[6]
5,Combined Weighted (quantile),5.284552845528456,93.07359307359307,ETS,qwen,openai,P6,3609844797,1,[6]
5,Combined Weighted (mean),10.365853658536585,95.88744588744588,ETS,qwen,openai,P6,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P6,3609844797,1,[6]
15,Combined Unweighted,11.788617886178862,96.1038961038961,ETS,qwen,openai,P6,3609844797,1,[6]
15,Combined Weighted (quantile),11.788617886178862,96.1038961038961,ETS,qwen,openai,P6,3609844797,1,[6]
15,Combined Weighted (mean),14.43089430894309,96.96969696969695,ETS,qwen,openai,P6,3609844797,1,[6]
30,In Distribution Only,3.2520325203252036,88.96103896103897,ETS,qwen,openai,P6,3609844797,1,[6]
30,Combined Unweighted,11.788617886178862,95.88744588744588,ETS,qwen,openai,P6,3609844797,1,[6]
30,Combined Weighted (quantile),4.67479674796748,92.85714285714286,ETS,qwen,openai,P6,3609844797,1,[6]
30,Combined Weighted (mean),6.097560975609756,93.72294372294373,ETS,qwen,openai,P6,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P7,3609844797,1,[6]
5,Combined Unweighted,12.9182156133829,97.1456692913386,ETS,qwen,openai,P7,3609844797,1,[6]
5,Combined Weighted (quantile),0.0,34.547244094488185,ETS,qwen,openai,P7,3609844797,1,[6]
5,Combined Weighted (mean),2.137546468401487,69.19291338582677,ETS,qwen,openai,P7,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P7,3609844797,1,[6]
15,Combined Unweighted,11.802973977695167,96.8503937007874,ETS,qwen,openai,P7,3609844797,1,[6]
15,Combined Weighted (quantile),0.2788104089219331,44.881889763779526,ETS,qwen,openai,P7,3609844797,1,[6]
15,Combined Weighted (mean),0.0929368029739776,40.846456692913385,ETS,qwen,openai,P7,3609844797,1,[6]
30,In Distribution Only,0.0,34.547244094488185,ETS,qwen,openai,P7,3609844797,1,[6]
30,Combined Unweighted,11.802973977695167,96.8503937007874,ETS,qwen,openai,P7,3609844797,1,[6]
30,Combined Weighted (quantile),2.2304832713754648,61.318897637795274,ETS,qwen,openai,P7,3609844797,1,[6]
30,Combined Weighted (mean),1.6728624535315983,56.2007874015748,ETS,qwen,openai,P7,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P8,3609844797,1,[6]
5,Combined Unweighted,10.818438381937913,97.01492537313432,ETS,qwen,openai,P8,3609844797,1,[6]
5,Combined Weighted (quantile),3.6688617121354654,91.64179104477611,ETS,qwen,openai,P8,3609844797,1,[6]
5,Combined Weighted (mean),8.466603951081844,96.11940298507464,ETS,qwen,openai,P8,3609844797,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P8,3609844797,1,[6]
15,Combined Unweighted,10.818438381937913,97.01492537313432,ETS,qwen,openai,P8,3609844797,1,[6]
15,Combined Weighted (quantile),5.9266227657572905,94.6268656716418,ETS,qwen,openai,P8,3609844797,1,[6]
15,Combined Weighted (mean),5.9266227657572905,94.6268656716418,ETS,qwen,openai,P8,3609844797,1,[6]
30,In Distribution Only,0.2822201317027281,65.77114427860697,ETS,qwen,openai,P8,3609844797,1,[6]
30,Combined Unweighted,9.407337723424272,96.4179104477612,ETS,qwen,openai,P8,3609844797,1,[6]
30,Combined Weighted (quantile),1.6933207902163687,83.48258706467662,ETS,qwen,openai,P8,3609844797,1,[6]
30,Combined Weighted (mean),1.6933207902163687,83.48258706467662,ETS,qwen,openai,P8,3609844797,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P1,1067841243,1,[6]
5,Combined Unweighted,9.27734375,96.88128772635814,ETS,qwen,openai,P1,1067841243,1,[6]
5,Combined Weighted (quantile),9.27734375,96.88128772635814,ETS,qwen,openai,P1,1067841243,1,[6]
5,Combined Weighted (mean),9.27734375,96.88128772635814,ETS,qwen,openai,P1,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P1,1067841243,1,[6]
15,Combined Unweighted,9.27734375,96.88128772635814,ETS,qwen,openai,P1,1067841243,1,[6]
15,Combined Weighted (quantile),9.27734375,96.88128772635814,ETS,qwen,openai,P1,1067841243,1,[6]
15,Combined Weighted (mean),9.27734375,96.88128772635814,ETS,qwen,openai,P1,1067841243,1,[6]
30,In Distribution Only,1.953125,85.51307847082495,ETS,qwen,openai,P1,1067841243,1,[6]
30,Combined Unweighted,9.27734375,96.88128772635814,ETS,qwen,openai,P1,1067841243,1,[6]
30,Combined Weighted (quantile),4.296875,93.56136820925552,ETS,qwen,openai,P1,1067841243,1,[6]
30,Combined Weighted (mean),4.98046875,94.16498993963782,ETS,qwen,openai,P1,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P2,1067841243,1,[6]
5,Combined Unweighted,11.434511434511435,97.84482758620688,ETS,qwen,openai,P2,1067841243,1,[6]
5,Combined Weighted (quantile),11.434511434511435,97.84482758620688,ETS,qwen,openai,P2,1067841243,1,[6]
5,Combined Weighted (mean),11.434511434511435,97.84482758620688,ETS,qwen,openai,P2,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P2,1067841243,1,[6]
15,Combined Unweighted,11.434511434511435,97.84482758620688,ETS,qwen,openai,P2,1067841243,1,[6]
15,Combined Weighted (quantile),5.093555093555094,94.5043103448276,ETS,qwen,openai,P2,1067841243,1,[6]
15,Combined Weighted (mean),5.093555093555094,94.5043103448276,ETS,qwen,openai,P2,1067841243,1,[6]
30,In Distribution Only,2.494802494802495,89.65517241379311,ETS,qwen,openai,P2,1067841243,1,[6]
30,Combined Unweighted,10.4989604989605,97.41379310344828,ETS,qwen,openai,P2,1067841243,1,[6]
30,Combined Weighted (quantile),2.702702702702702,89.4396551724138,ETS,qwen,openai,P2,1067841243,1,[6]
30,Combined Weighted (mean),5.093555093555094,94.39655172413794,ETS,qwen,openai,P2,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P3,1067841243,1,[6]
5,Combined Unweighted,11.749680715197956,97.47675962815406,ETS,qwen,openai,P3,1067841243,1,[6]
5,Combined Weighted (quantile),11.749680715197956,97.47675962815406,ETS,qwen,openai,P3,1067841243,1,[6]
5,Combined Weighted (mean),11.749680715197956,97.47675962815406,ETS,qwen,openai,P3,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P3,1067841243,1,[6]
15,Combined Unweighted,11.749680715197956,97.47675962815406,ETS,qwen,openai,P3,1067841243,1,[6]
15,Combined Weighted (quantile),11.749680715197956,97.47675962815406,ETS,qwen,openai,P3,1067841243,1,[6]
15,Combined Weighted (mean),5.108556832694764,93.89110225763612,ETS,qwen,openai,P3,1067841243,1,[6]
30,In Distribution Only,2.0434227330779056,84.9933598937583,ETS,qwen,openai,P3,1067841243,1,[6]
30,Combined Unweighted,11.749680715197956,97.47675962815406,ETS,qwen,openai,P3,1067841243,1,[6]
30,Combined Weighted (quantile),4.21455938697318,92.29747675962815,ETS,qwen,openai,P3,1067841243,1,[6]
30,Combined Weighted (mean),4.597701149425287,92.96148738379812,ETS,qwen,openai,P3,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P4,1067841243,1,[6]
5,Combined Unweighted,9.131905298759865,97.98816568047336,ETS,qwen,openai,P4,1067841243,1,[6]
5,Combined Weighted (quantile),8.342728297632469,97.98816568047336,ETS,qwen,openai,P4,1067841243,1,[6]
5,Combined Weighted (mean),9.131905298759865,97.98816568047336,ETS,qwen,openai,P4,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P4,1067841243,1,[6]
15,Combined Unweighted,9.131905298759865,97.98816568047336,ETS,qwen,openai,P4,1067841243,1,[6]
15,Combined Weighted (quantile),8.229988726042842,97.86982248520712,ETS,qwen,openai,P4,1067841243,1,[6]
15,Combined Weighted (mean),7.440811724915446,97.86982248520712,ETS,qwen,openai,P4,1067841243,1,[6]
30,In Distribution Only,3.494926719278467,92.66272189349112,ETS,qwen,openai,P4,1067841243,1,[6]
30,Combined Unweighted,9.131905298759865,97.98816568047336,ETS,qwen,openai,P4,1067841243,1,[6]
30,Combined Weighted (quantile),5.5242390078917705,95.85798816568048,ETS,qwen,openai,P4,1067841243,1,[6]
30,Combined Weighted (mean),5.5242390078917705,95.85798816568048,ETS,qwen,openai,P4,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P5,1067841243,1,[6]
5,Combined Unweighted,12.13640922768305,97.06498951781973,ETS,qwen,openai,P5,1067841243,1,[6]
5,Combined Weighted (quantile),6.820461384152457,95.70230607966457,ETS,qwen,openai,P5,1067841243,1,[6]
5,Combined Weighted (mean),12.13640922768305,97.06498951781973,ETS,qwen,openai,P5,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P5,1067841243,1,[6]
15,Combined Unweighted,12.13640922768305,97.06498951781973,ETS,qwen,openai,P5,1067841243,1,[6]
15,Combined Weighted (quantile),12.13640922768305,97.06498951781973,ETS,qwen,openai,P5,1067841243,1,[6]
15,Combined Weighted (mean),12.13640922768305,97.06498951781973,ETS,qwen,openai,P5,1067841243,1,[6]
30,In Distribution Only,1.0030090270812435,83.01886792452831,ETS,qwen,openai,P5,1067841243,1,[6]
30,Combined Unweighted,12.13640922768305,97.06498951781973,ETS,qwen,openai,P5,1067841243,1,[6]
30,Combined Weighted (quantile),6.920762286860582,95.9119496855346,ETS,qwen,openai,P5,1067841243,1,[6]
30,Combined Weighted (mean),6.118355065195587,95.38784067085952,ETS,qwen,openai,P5,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P6,1067841243,1,[6]
5,Combined Unweighted,11.38211382113821,94.81641468682506,ETS,qwen,openai,P6,1067841243,1,[6]
5,Combined Weighted (quantile),4.878048780487805,90.06479481641469,ETS,qwen,openai,P6,1067841243,1,[6]
5,Combined Weighted (mean),9.34959349593496,94.1684665226782,ETS,qwen,openai,P6,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P6,1067841243,1,[6]
15,Combined Unweighted,11.38211382113821,95.03239740820734,ETS,qwen,openai,P6,1067841243,1,[6]
15,Combined Weighted (quantile),10.365853658536585,94.81641468682506,ETS,qwen,openai,P6,1067841243,1,[6]
15,Combined Weighted (mean),11.38211382113821,94.81641468682506,ETS,qwen,openai,P6,1067841243,1,[6]
30,In Distribution Only,3.658536585365854,87.04103671706264,ETS,qwen,openai,P6,1067841243,1,[6]
30,Combined Unweighted,11.38211382113821,94.81641468682506,ETS,qwen,openai,P6,1067841243,1,[6]
30,Combined Weighted (quantile),11.38211382113821,94.81641468682506,ETS,qwen,openai,P6,1067841243,1,[6]
30,Combined Weighted (mean),9.75609756097561,94.60043196544277,ETS,qwen,openai,P6,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P7,1067841243,1,[6]
5,Combined Unweighted,13.011152416356875,97.63546798029556,ETS,qwen,openai,P7,1067841243,1,[6]
5,Combined Weighted (quantile),6.226765799256506,93.0049261083744,ETS,qwen,openai,P7,1067841243,1,[6]
5,Combined Weighted (mean),10.037174721189592,95.96059113300493,ETS,qwen,openai,P7,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P7,1067841243,1,[6]
15,Combined Unweighted,13.011152416356875,97.63546798029556,ETS,qwen,openai,P7,1067841243,1,[6]
15,Combined Weighted (quantile),13.011152416356875,97.63546798029556,ETS,qwen,openai,P7,1067841243,1,[6]
15,Combined Weighted (mean),11.988847583643125,97.04433497536948,ETS,qwen,openai,P7,1067841243,1,[6]
30,In Distribution Only,9.758364312267656,95.86206896551724,ETS,qwen,openai,P7,1067841243,1,[6]
30,Combined Unweighted,13.011152416356875,97.53694581280789,ETS,qwen,openai,P7,1067841243,1,[6]
30,Combined Weighted (quantile),13.011152416356875,97.53694581280789,ETS,qwen,openai,P7,1067841243,1,[6]
30,Combined Weighted (mean),13.011152416356875,97.53694581280789,ETS,qwen,openai,P7,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P8,1067841243,1,[6]
5,Combined Unweighted,11.382878645343368,96.52087475149106,ETS,qwen,openai,P8,1067841243,1,[6]
5,Combined Weighted (quantile),11.382878645343368,96.52087475149106,ETS,qwen,openai,P8,1067841243,1,[6]
5,Combined Weighted (mean),11.382878645343368,96.52087475149106,ETS,qwen,openai,P8,1067841243,1,[6]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P8,1067841243,1,[6]
15,Combined Unweighted,11.382878645343368,96.52087475149106,ETS,qwen,openai,P8,1067841243,1,[6]
15,Combined Weighted (quantile),11.382878645343368,96.52087475149106,ETS,qwen,openai,P8,1067841243,1,[6]
15,Combined Weighted (mean),10.06585136406397,96.02385685884693,ETS,qwen,openai,P8,1067841243,1,[6]
30,In Distribution Only,2.06961429915334,87.07753479125249,ETS,qwen,openai,P8,1067841243,1,[6]
30,Combined Unweighted,11.382878645343368,96.52087475149106,ETS,qwen,openai,P8,1067841243,1,[6]
30,Combined Weighted (quantile),9.407337723424272,95.92445328031808,ETS,qwen,openai,P8,1067841243,1,[6]
30,Combined Weighted (mean),8.466603951081844,95.2286282306163,ETS,qwen,openai,P8,1067841243,1,[6]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P1,959183449,1,[7]
5,Combined Unweighted,9.765625,98.046875,ETS,qwen,openai,P1,959183449,1,[7]
5,Combined Weighted (quantile),5.859375,97.265625,ETS,qwen,openai,P1,959183449,1,[7]
5,Combined Weighted (mean),9.765625,98.046875,ETS,qwen,openai,P1,959183449,1,[7]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P1,959183449,1,[7]
15,Combined Unweighted,9.765625,98.046875,ETS,qwen,openai,P1,959183449,1,[7]
15,Combined Weighted (quantile),9.765625,98.046875,ETS,qwen,openai,P1,959183449,1,[7]
15,Combined Weighted (mean),7.91015625,97.65625,ETS,qwen,openai,P1,959183449,1,[7]
30,In Distribution Only,5.859375,97.265625,ETS,qwen,openai,P1,959183449,1,[7]
30,Combined Unweighted,9.765625,98.046875,ETS,qwen,openai,P1,959183449,1,[7]
30,Combined Weighted (quantile),9.765625,98.046875,ETS,qwen,openai,P1,959183449,1,[7]
30,Combined Weighted (mean),10.15625,98.046875,ETS,qwen,openai,P1,959183449,1,[7]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P2,959183449,1,[7]
5,Combined Unweighted,11.746361746361748,98.75259875259876,ETS,qwen,openai,P2,959183449,1,[7]
5,Combined Weighted (quantile),2.9106029106029108,97.0893970893971,ETS,qwen,openai,P2,959183449,1,[7]
5,Combined Weighted (mean),6.652806652806653,98.54469854469856,ETS,qwen,openai,P2,959183449,1,[7]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P2,959183449,1,[7]
15,Combined Unweighted,11.746361746361748,98.75259875259876,ETS,qwen,openai,P2,959183449,1,[7]
15,Combined Weighted (quantile),5.301455301455301,98.33679833679834,ETS,qwen,openai,P2,959183449,1,[7]
15,Combined Weighted (mean),6.237006237006238,98.54469854469856,ETS,qwen,openai,P2,959183449,1,[7]
30,In Distribution Only,0.5197505197505198,95.21829521829522,ETS,qwen,openai,P2,959183449,1,[7]
30,Combined Unweighted,10.395010395010395,98.75259875259876,ETS,qwen,openai,P2,959183449,1,[7]
30,Combined Weighted (quantile),2.9106029106029108,97.6091476091476,ETS,qwen,openai,P2,959183449,1,[7]
30,Combined Weighted (mean),2.9106029106029108,97.6091476091476,ETS,qwen,openai,P2,959183449,1,[7]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P3,959183449,1,[7]
5,Combined Unweighted,10.855683269476373,98.21200510855684,ETS,qwen,openai,P3,959183449,1,[7]
5,Combined Weighted (quantile),10.855683269476373,98.21200510855684,ETS,qwen,openai,P3,959183449,1,[7]
5,Combined Weighted (mean),10.855683269476373,98.21200510855684,ETS,qwen,openai,P3,959183449,1,[7]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P3,959183449,1,[7]
15,Combined Unweighted,11.11111111111111,98.21200510855684,ETS,qwen,openai,P3,959183449,1,[7]
15,Combined Weighted (quantile),11.11111111111111,98.21200510855684,ETS,qwen,openai,P3,959183449,1,[7]
15,Combined Weighted (mean),18.901660280970624,98.97828863346103,ETS,qwen,openai,P3,959183449,1,[7]
30,In Distribution Only,7.151979565772669,97.06257982120052,ETS,qwen,openai,P3,959183449,1,[7]
30,Combined Unweighted,10.855683269476373,98.21200510855684,ETS,qwen,openai,P3,959183449,1,[7]
30,Combined Weighted (quantile),8.684546615581098,97.70114942528735,ETS,qwen,openai,P3,959183449,1,[7]
30,Combined Weighted (mean),8.684546615581098,97.70114942528735,ETS,qwen,openai,P3,959183449,1,[7]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P4,959183449,1,[7]
5,Combined Unweighted,9.582863585118377,98.64559819413093,ETS,qwen,openai,P4,959183449,1,[7]
5,Combined Weighted (quantile),0.6764374295377678,94.01805869074492,ETS,qwen,openai,P4,959183449,1,[7]
5,Combined Weighted (mean),4.058624577226606,97.96839729119638,ETS,qwen,openai,P4,959183449,1,[7]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P4,959183449,1,[7]
15,Combined Unweighted,9.582863585118377,98.64559819413093,ETS,qwen,openai,P4,959183449,1,[7]
15,Combined Weighted (quantile),4.058624577226606,97.96839729119638,ETS,qwen,openai,P4,959183449,1,[7]
15,Combined Weighted (mean),4.058624577226606,97.96839729119638,ETS,qwen,openai,P4,959183449,1,[7]
30,In Distribution Only,1.3528748590755355,96.16252821670427,ETS,qwen,openai,P4,959183449,1,[7]
30,Combined Unweighted,8.229988726042842,98.53273137697516,ETS,qwen,openai,P4,959183449,1,[7]
30,Combined Weighted (quantile),3.494926719278467,97.85553047404063,ETS,qwen,openai,P4,959183449,1,[7]
30,Combined Weighted (mean),3.3821871476888385,97.74266365688489,ETS,qwen,openai,P4,959183449,1,[7]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P5,959183449,1,[7]
5,Combined Unweighted,12.036108324974924,98.69608826479438,ETS,qwen,openai,P5,959183449,1,[7]
5,Combined Weighted (quantile),5.1153460381143425,97.19157472417253,ETS,qwen,openai,P5,959183449,1,[7]
5,Combined Weighted (mean),5.1153460381143425,97.19157472417253,ETS,qwen,openai,P5,959183449,1,[7]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P5,959183449,1,[7]
15,Combined Unweighted,12.036108324974924,98.69608826479438,ETS,qwen,openai,P5,959183449,1,[7]
15,Combined Weighted (quantile),12.036108324974924,98.69608826479438,ETS,qwen,openai,P5,959183449,1,[7]
15,Combined Weighted (mean),12.036108324974924,98.69608826479438,ETS,qwen,openai,P5,959183449,1,[7]
30,In Distribution Only,0.2006018054162487,84.95486459378134,ETS,qwen,openai,P5,959183449,1,[7]
30,Combined Unweighted,12.036108324974924,98.69608826479438,ETS,qwen,openai,P5,959183449,1,[7]
30,Combined Weighted (quantile),5.717151454363089,97.69307923771316,ETS,qwen,openai,P5,959183449,1,[7]
30,Combined Weighted (mean),1.9057171514543632,93.68104312938816,ETS,qwen,openai,P5,959183449,1,[7]
5,In Distribution Only,0.0,0.0,ETS,qwen,openai,P6,959183449,1,[7]
5,Combined Unweighted,10.365853658536585,97.35772357723576,ETS,qwen,openai,P6,959183449,1,[7]
5,Combined Weighted (quantile),10.365853658536585,97.35772357723576,ETS,qwen,openai,P6,959183449,1,[7]
5,Combined Weighted (mean),10.365853658536585,97.35772357723576,ETS,qwen,openai,P6,959183449,1,[7]
15,In Distribution Only,0.0,0.0,ETS,qwen,openai,P6,959183449,1,[7]
15,Combined Unweighted,10.365853658536585,97.35772357723576,ETS,qwen,openai,P6,959183449,1,[7]
