n_train,category,False positive rate,Power,dataset,model,method,prompt,seed,base,alternatives
5,Combined Weighted (quantile),4.891815616180621,76.45161290322581,ETS,phi,openai,P8,959183449,1,[5]
5,Combined Weighted (mean),11.194731890874882,87.09677419354838,ETS,phi,openai,P8,959183449,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P8,959183449,1,[5]
15,Combined Unweighted,14.205079962370649,90.48387096774194,ETS,phi,openai,P8,959183449,1,[5]
15,Combined Weighted (quantile),5.079962370649106,77.41935483870968,ETS,phi,openai,P8,959183449,1,[5]
15,Combined Weighted (mean),4.891815616180621,76.45161290322581,ETS,phi,openai,P8,959183449,1,[5]
30,In Distribution Only,0.4703668861712135,54.03225806451613,ETS,phi,openai,P8,959183449,1,[5]
30,Combined Unweighted,11.665098777046095,89.19354838709678,ETS,phi,openai,P8,959183449,1,[5]
30,Combined Weighted (quantile),3.292568203198494,69.83870967741936,ETS,phi,openai,P8,959183449,1,[5]
30,Combined Weighted (mean),3.3866415804327374,70.64516129032258,ETS,phi,openai,P8,959183449,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P1,1457248422,1,[5]
5,Combined Unweighted,13.4765625,89.02077151335311,ETS,phi,openai,P1,1457248422,1,[5]
5,Combined Weighted (quantile),5.078125,76.70623145400593,ETS,phi,openai,P1,1457248422,1,[5]
5,Combined Weighted (mean),10.83984375,87.24035608308606,ETS,phi,openai,P1,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P1,1457248422,1,[5]
15,Combined Unweighted,13.671875,89.02077151335311,ETS,phi,openai,P1,1457248422,1,[5]
15,Combined Weighted (quantile),12.5,88.4272997032641,ETS,phi,openai,P1,1457248422,1,[5]
15,Combined Weighted (mean),11.1328125,87.68545994065282,ETS,phi,openai,P1,1457248422,1,[5]
30,In Distribution Only,12.98828125,88.87240356083086,ETS,phi,openai,P1,1457248422,1,[5]
30,Combined Unweighted,13.671875,89.02077151335311,ETS,phi,openai,P1,1457248422,1,[5]
30,Combined Weighted (quantile),13.671875,89.02077151335311,ETS,phi,openai,P1,1457248422,1,[5]
30,Combined Weighted (mean),12.98828125,88.87240356083086,ETS,phi,openai,P1,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P2,1457248422,1,[5]
5,Combined Unweighted,14.760914760914762,91.8962722852512,ETS,phi,openai,P2,1457248422,1,[5]
5,Combined Weighted (quantile),13.61746361746362,90.92382495948137,ETS,phi,openai,P2,1457248422,1,[5]
5,Combined Weighted (mean),14.760914760914762,91.8962722852512,ETS,phi,openai,P2,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P2,1457248422,1,[5]
15,Combined Unweighted,14.864864864864863,91.8962722852512,ETS,phi,openai,P2,1457248422,1,[5]
15,Combined Weighted (quantile),14.864864864864863,91.8962722852512,ETS,phi,openai,P2,1457248422,1,[5]
15,Combined Weighted (mean),15.384615384615383,92.22042139384116,ETS,phi,openai,P2,1457248422,1,[5]
30,In Distribution Only,2.182952182952183,74.7163695299838,ETS,phi,openai,P2,1457248422,1,[5]
30,Combined Unweighted,13.61746361746362,90.92382495948137,ETS,phi,openai,P2,1457248422,1,[5]
30,Combined Weighted (quantile),4.5738045738045745,80.38897893030794,ETS,phi,openai,P2,1457248422,1,[5]
30,Combined Weighted (mean),6.860706860706861,83.46839546191248,ETS,phi,openai,P2,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P3,1457248422,1,[5]
5,Combined Unweighted,13.537675606641123,87.55020080321285,ETS,phi,openai,P3,1457248422,1,[5]
5,Combined Weighted (quantile),1.0217113665389528,61.24497991967871,ETS,phi,openai,P3,1457248422,1,[5]
5,Combined Weighted (mean),2.4265644955300125,67.8714859437751,ETS,phi,openai,P3,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P3,1457248422,1,[5]
15,Combined Unweighted,13.537675606641123,87.55020080321285,ETS,phi,openai,P3,1457248422,1,[5]
15,Combined Weighted (quantile),3.8314176245210727,75.90361445783132,ETS,phi,openai,P3,1457248422,1,[5]
15,Combined Weighted (mean),3.5759897828863343,74.29718875502009,ETS,phi,openai,P3,1457248422,1,[5]
30,In Distribution Only,1.0217113665389528,61.24497991967871,ETS,phi,openai,P3,1457248422,1,[5]
30,Combined Unweighted,12.132822477650064,86.14457831325302,ETS,phi,openai,P3,1457248422,1,[5]
30,Combined Weighted (quantile),3.8314176245210727,75.90361445783132,ETS,phi,openai,P3,1457248422,1,[5]
30,Combined Weighted (mean),3.8314176245210727,75.70281124497991,ETS,phi,openai,P3,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P4,1457248422,1,[5]
5,Combined Unweighted,10.597519729425027,90.625,ETS,phi,openai,P4,1457248422,1,[5]
5,Combined Weighted (quantile),10.259301014656144,90.625,ETS,phi,openai,P4,1457248422,1,[5]
5,Combined Weighted (mean),8.004509582863585,88.19444444444444,ETS,phi,openai,P4,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P4,1457248422,1,[5]
15,Combined Unweighted,10.710259301014656,90.625,ETS,phi,openai,P4,1457248422,1,[5]
15,Combined Weighted (quantile),10.710259301014656,90.625,ETS,phi,openai,P4,1457248422,1,[5]
15,Combined Weighted (mean),13.979706877113868,93.05555555555556,ETS,phi,openai,P4,1457248422,1,[5]
30,In Distribution Only,17.474633596392334,93.57638888888889,ETS,phi,openai,P4,1457248422,1,[5]
30,Combined Unweighted,10.710259301014656,90.625,ETS,phi,openai,P4,1457248422,1,[5]
30,Combined Weighted (quantile),10.710259301014656,90.625,ETS,phi,openai,P4,1457248422,1,[5]
30,Combined Weighted (mean),10.710259301014656,90.625,ETS,phi,openai,P4,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P5,1457248422,1,[5]
5,Combined Unweighted,10.53159478435306,90.89615931721194,ETS,phi,openai,P5,1457248422,1,[5]
5,Combined Weighted (quantile),10.53159478435306,90.89615931721194,ETS,phi,openai,P5,1457248422,1,[5]
5,Combined Weighted (mean),10.53159478435306,90.89615931721194,ETS,phi,openai,P5,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P5,1457248422,1,[5]
15,Combined Unweighted,10.330992978936813,90.7539118065434,ETS,phi,openai,P5,1457248422,1,[5]
15,Combined Weighted (quantile),8.224674022066198,88.47795163584638,ETS,phi,openai,P5,1457248422,1,[5]
15,Combined Weighted (mean),10.330992978936813,90.7539118065434,ETS,phi,openai,P5,1457248422,1,[5]
30,In Distribution Only,5.315947843530592,85.34850640113798,ETS,phi,openai,P5,1457248422,1,[5]
30,Combined Unweighted,9.829488465396189,89.900426742532,ETS,phi,openai,P5,1457248422,1,[5]
30,Combined Weighted (quantile),6.218655967903711,86.34423897581792,ETS,phi,openai,P5,1457248422,1,[5]
30,Combined Weighted (mean),7.522567703109328,87.76671408250355,ETS,phi,openai,P5,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P6,1457248422,1,[5]
5,Combined Unweighted,14.02439024390244,88.23529411764706,ETS,phi,openai,P6,1457248422,1,[5]
5,Combined Weighted (quantile),11.178861788617883,86.9281045751634,ETS,phi,openai,P6,1457248422,1,[5]
5,Combined Weighted (mean),14.02439024390244,88.23529411764706,ETS,phi,openai,P6,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P6,1457248422,1,[5]
15,Combined Unweighted,14.02439024390244,88.23529411764706,ETS,phi,openai,P6,1457248422,1,[5]
15,Combined Weighted (quantile),14.02439024390244,88.23529411764706,ETS,phi,openai,P6,1457248422,1,[5]
15,Combined Weighted (mean),13.821138211382117,88.23529411764706,ETS,phi,openai,P6,1457248422,1,[5]
30,In Distribution Only,3.861788617886179,78.10457516339869,ETS,phi,openai,P6,1457248422,1,[5]
30,Combined Unweighted,13.821138211382117,88.23529411764706,ETS,phi,openai,P6,1457248422,1,[5]
30,Combined Weighted (quantile),13.821138211382117,88.23529411764706,ETS,phi,openai,P6,1457248422,1,[5]
30,Combined Weighted (mean),11.38211382113821,86.9281045751634,ETS,phi,openai,P6,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P7,1457248422,1,[5]
5,Combined Unweighted,12.639405204460964,86.34482758620689,ETS,phi,openai,P7,1457248422,1,[5]
5,Combined Weighted (quantile),12.639405204460964,86.34482758620689,ETS,phi,openai,P7,1457248422,1,[5]
5,Combined Weighted (mean),12.639405204460964,86.34482758620689,ETS,phi,openai,P7,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P7,1457248422,1,[5]
15,Combined Unweighted,12.639405204460964,86.34482758620689,ETS,phi,openai,P7,1457248422,1,[5]
15,Combined Weighted (quantile),12.639405204460964,86.34482758620689,ETS,phi,openai,P7,1457248422,1,[5]
15,Combined Weighted (mean),13.475836431226766,87.44827586206897,ETS,phi,openai,P7,1457248422,1,[5]
30,In Distribution Only,3.5315985130111525,73.51724137931035,ETS,phi,openai,P7,1457248422,1,[5]
30,Combined Unweighted,12.546468401486988,86.06896551724138,ETS,phi,openai,P7,1457248422,1,[5]
30,Combined Weighted (quantile),12.546468401486988,86.06896551724138,ETS,phi,openai,P7,1457248422,1,[5]
30,Combined Weighted (mean),12.0817843866171,85.93103448275862,ETS,phi,openai,P7,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P8,1457248422,1,[5]
5,Combined Unweighted,12.88805268109125,91.11111111111111,ETS,phi,openai,P8,1457248422,1,[5]
5,Combined Weighted (quantile),3.1984948259642523,70.15873015873015,ETS,phi,openai,P8,1457248422,1,[5]
5,Combined Weighted (mean),5.362182502351835,78.88888888888889,ETS,phi,openai,P8,1457248422,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P8,1457248422,1,[5]
15,Combined Unweighted,12.793979303857007,90.47619047619048,ETS,phi,openai,P8,1457248422,1,[5]
15,Combined Weighted (quantile),3.1984948259642523,70.15873015873015,ETS,phi,openai,P8,1457248422,1,[5]
15,Combined Weighted (mean),4.51552210724365,75.55555555555556,ETS,phi,openai,P8,1457248422,1,[5]
30,In Distribution Only,0.658513640639699,53.333333333333336,ETS,phi,openai,P8,1457248422,1,[5]
30,Combined Unweighted,10.630291627469427,88.57142857142857,ETS,phi,openai,P8,1457248422,1,[5]
30,Combined Weighted (quantile),1.4111006585136407,60.15873015873016,ETS,phi,openai,P8,1457248422,1,[5]
30,Combined Weighted (mean),2.8222013170272815,67.3015873015873,ETS,phi,openai,P8,1457248422,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P1,642571064,1,[5]
5,Combined Unweighted,13.18359375,89.92366412213741,ETS,phi,openai,P1,642571064,1,[5]
5,Combined Weighted (quantile),10.44921875,87.78625954198473,ETS,phi,openai,P1,642571064,1,[5]
5,Combined Weighted (mean),10.44921875,87.48091603053435,ETS,phi,openai,P1,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P1,642571064,1,[5]
15,Combined Unweighted,11.9140625,89.00763358778626,ETS,phi,openai,P1,642571064,1,[5]
15,Combined Weighted (quantile),6.640625,80.91603053435115,ETS,phi,openai,P1,642571064,1,[5]
15,Combined Weighted (mean),6.8359375,80.91603053435115,ETS,phi,openai,P1,642571064,1,[5]
30,In Distribution Only,4.4921875,75.72519083969466,ETS,phi,openai,P1,642571064,1,[5]
30,Combined Unweighted,11.42578125,88.85496183206106,ETS,phi,openai,P1,642571064,1,[5]
30,Combined Weighted (quantile),7.03125,81.5267175572519,ETS,phi,openai,P1,642571064,1,[5]
30,Combined Weighted (mean),7.03125,81.5267175572519,ETS,phi,openai,P1,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P2,642571064,1,[5]
5,Combined Unweighted,14.033264033264034,92.28295819935693,ETS,phi,openai,P2,642571064,1,[5]
5,Combined Weighted (quantile),4.054054054054054,79.58199356913184,ETS,phi,openai,P2,642571064,1,[5]
5,Combined Weighted (mean),11.954261954261955,90.19292604501608,ETS,phi,openai,P2,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P2,642571064,1,[5]
15,Combined Unweighted,13.201663201663202,91.31832797427651,ETS,phi,openai,P2,642571064,1,[5]
15,Combined Weighted (quantile),4.054054054054054,79.58199356913184,ETS,phi,openai,P2,642571064,1,[5]
15,Combined Weighted (mean),4.054054054054054,79.58199356913184,ETS,phi,openai,P2,642571064,1,[5]
30,In Distribution Only,0.8316008316008316,67.84565916398714,ETS,phi,openai,P2,642571064,1,[5]
30,Combined Unweighted,12.058212058212058,90.19292604501608,ETS,phi,openai,P2,642571064,1,[5]
30,Combined Weighted (quantile),5.197505197505198,81.67202572347267,ETS,phi,openai,P2,642571064,1,[5]
30,Combined Weighted (mean),4.054054054054054,79.7427652733119,ETS,phi,openai,P2,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P3,642571064,1,[5]
5,Combined Unweighted,14.942528735632186,89.02691511387164,ETS,phi,openai,P3,642571064,1,[5]
5,Combined Weighted (quantile),2.1711366538952745,70.60041407867494,ETS,phi,openai,P3,642571064,1,[5]
5,Combined Weighted (mean),4.342273307790549,79.08902691511386,ETS,phi,openai,P3,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P3,642571064,1,[5]
15,Combined Unweighted,16.347381864623244,89.85507246376811,ETS,phi,openai,P3,642571064,1,[5]
15,Combined Weighted (quantile),6.257982120051085,82.40165631469979,ETS,phi,openai,P3,642571064,1,[5]
15,Combined Weighted (mean),4.980842911877394,81.15942028985508,ETS,phi,openai,P3,642571064,1,[5]
30,In Distribution Only,2.1711366538952745,70.60041407867494,ETS,phi,openai,P3,642571064,1,[5]
30,Combined Unweighted,14.942528735632186,89.02691511387164,ETS,phi,openai,P3,642571064,1,[5]
30,Combined Weighted (quantile),4.980842911877394,81.15942028985508,ETS,phi,openai,P3,642571064,1,[5]
30,Combined Weighted (mean),6.130268199233716,82.19461697722568,ETS,phi,openai,P3,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P4,642571064,1,[5]
5,Combined Unweighted,10.146561443066515,89.61937716262976,ETS,phi,openai,P4,642571064,1,[5]
5,Combined Weighted (quantile),4.284103720405862,78.37370242214533,ETS,phi,openai,P4,642571064,1,[5]
5,Combined Weighted (mean),7.891770011273957,87.5432525951557,ETS,phi,openai,P4,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P4,642571064,1,[5]
15,Combined Unweighted,10.146561443066515,89.61937716262976,ETS,phi,openai,P4,642571064,1,[5]
15,Combined Weighted (quantile),9.470124013528748,88.92733564013841,ETS,phi,openai,P4,642571064,1,[5]
15,Combined Weighted (mean),10.146561443066515,89.61937716262976,ETS,phi,openai,P4,642571064,1,[5]
30,In Distribution Only,1.2401352874859075,64.18685121107266,ETS,phi,openai,P4,642571064,1,[5]
30,Combined Unweighted,9.92108229988726,89.61937716262976,ETS,phi,openai,P4,642571064,1,[5]
30,Combined Weighted (quantile),9.35738444193912,88.92733564013841,ETS,phi,openai,P4,642571064,1,[5]
30,Combined Weighted (mean),5.862457722660654,83.39100346020761,ETS,phi,openai,P4,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P5,642571064,1,[5]
5,Combined Unweighted,10.330992978936813,89.61593172119487,ETS,phi,openai,P5,642571064,1,[5]
5,Combined Weighted (quantile),4.112337011033099,82.9302987197724,ETS,phi,openai,P5,642571064,1,[5]
5,Combined Weighted (mean),9.62888665997994,88.62019914651493,ETS,phi,openai,P5,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P5,642571064,1,[5]
15,Combined Unweighted,10.330992978936813,89.61593172119487,ETS,phi,openai,P5,642571064,1,[5]
15,Combined Weighted (quantile),10.330992978936813,89.61593172119487,ETS,phi,openai,P5,642571064,1,[5]
15,Combined Weighted (mean),8.525576730190572,87.76671408250355,ETS,phi,openai,P5,642571064,1,[5]
30,In Distribution Only,0.2006018054162487,38.97581792318635,ETS,phi,openai,P5,642571064,1,[5]
30,Combined Unweighted,8.124373119358076,87.33997155049786,ETS,phi,openai,P5,642571064,1,[5]
30,Combined Weighted (quantile),1.8054162487462388,61.45092460881935,ETS,phi,openai,P5,642571064,1,[5]
30,Combined Weighted (mean),1.60481444332999,58.32147937411095,ETS,phi,openai,P5,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P6,642571064,1,[5]
5,Combined Unweighted,11.38211382113821,87.98701298701299,ETS,phi,openai,P6,642571064,1,[5]
5,Combined Weighted (quantile),11.38211382113821,87.98701298701299,ETS,phi,openai,P6,642571064,1,[5]
5,Combined Weighted (mean),11.38211382113821,87.98701298701299,ETS,phi,openai,P6,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P6,642571064,1,[5]
15,Combined Unweighted,11.178861788617883,87.98701298701299,ETS,phi,openai,P6,642571064,1,[5]
15,Combined Weighted (quantile),2.642276422764228,75.0,ETS,phi,openai,P6,642571064,1,[5]
15,Combined Weighted (mean),2.642276422764228,75.0,ETS,phi,openai,P6,642571064,1,[5]
30,In Distribution Only,0.6097560975609756,67.85714285714286,ETS,phi,openai,P6,642571064,1,[5]
30,Combined Unweighted,10.569105691056912,87.33766233766234,ETS,phi,openai,P6,642571064,1,[5]
30,Combined Weighted (quantile),2.642276422764228,75.0,ETS,phi,openai,P6,642571064,1,[5]
30,Combined Weighted (mean),3.658536585365854,78.24675324675324,ETS,phi,openai,P6,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P7,642571064,1,[5]
5,Combined Unweighted,12.453531598513012,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
5,Combined Weighted (quantile),12.453531598513012,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
5,Combined Weighted (mean),12.453531598513012,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P7,642571064,1,[5]
15,Combined Unweighted,12.546468401486988,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
15,Combined Weighted (quantile),12.546468401486988,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
15,Combined Weighted (mean),12.546468401486988,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
30,In Distribution Only,1.9516728624535316,70.43847241867044,ETS,phi,openai,P7,642571064,1,[5]
30,Combined Unweighted,12.453531598513012,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
30,Combined Weighted (quantile),12.453531598513012,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
30,Combined Weighted (mean),12.453531598513012,87.41159830268741,ETS,phi,openai,P7,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P8,642571064,1,[5]
5,Combined Unweighted,14.205079962370649,91.22257053291536,ETS,phi,openai,P8,642571064,1,[5]
5,Combined Weighted (quantile),13.92285983066792,90.59561128526646,ETS,phi,openai,P8,642571064,1,[5]
5,Combined Weighted (mean),11.665098777046095,88.55799373040753,ETS,phi,openai,P8,642571064,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P8,642571064,1,[5]
15,Combined Unweighted,14.205079962370649,91.22257053291536,ETS,phi,openai,P8,642571064,1,[5]
15,Combined Weighted (quantile),14.205079962370649,91.22257053291536,ETS,phi,openai,P8,642571064,1,[5]
15,Combined Weighted (mean),4.797742238946378,75.54858934169279,ETS,phi,openai,P8,642571064,1,[5]
30,In Distribution Only,0.940733772342427,56.896551724137936,ETS,phi,openai,P8,642571064,1,[5]
30,Combined Unweighted,13.92285983066792,90.59561128526646,ETS,phi,openai,P8,642571064,1,[5]
30,Combined Weighted (quantile),1.975540921919097,65.51724137931035,ETS,phi,openai,P8,642571064,1,[5]
30,Combined Weighted (mean),4.609595484477893,75.07836990595611,ETS,phi,openai,P8,642571064,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P1,3609844797,1,[5]
5,Combined Unweighted,14.453125,89.4894894894895,ETS,phi,openai,P1,3609844797,1,[5]
5,Combined Weighted (quantile),2.34375,69.96996996996997,ETS,phi,openai,P1,3609844797,1,[5]
5,Combined Weighted (mean),6.8359375,80.18018018018019,ETS,phi,openai,P1,3609844797,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P1,3609844797,1,[5]
15,Combined Unweighted,14.453125,89.4894894894895,ETS,phi,openai,P1,3609844797,1,[5]
15,Combined Weighted (quantile),7.6171875,80.63063063063063,ETS,phi,openai,P1,3609844797,1,[5]
15,Combined Weighted (mean),7.6171875,80.63063063063063,ETS,phi,openai,P1,3609844797,1,[5]
30,In Distribution Only,4.19921875,74.02402402402403,ETS,phi,openai,P1,3609844797,1,[5]
30,Combined Unweighted,13.37890625,88.73873873873875,ETS,phi,openai,P1,3609844797,1,[5]
30,Combined Weighted (quantile),5.56640625,78.22822822822822,ETS,phi,openai,P1,3609844797,1,[5]
30,Combined Weighted (mean),7.8125,81.08108108108108,ETS,phi,openai,P1,3609844797,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P2,3609844797,1,[5]
5,Combined Unweighted,14.137214137214135,92.34449760765553,ETS,phi,openai,P2,3609844797,1,[5]
5,Combined Weighted (quantile),1.8711018711018712,75.27910685805422,ETS,phi,openai,P2,3609844797,1,[5]
5,Combined Weighted (mean),12.162162162162163,89.95215311004785,ETS,phi,openai,P2,3609844797,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P2,3609844797,1,[5]
15,Combined Unweighted,14.137214137214135,92.34449760765553,ETS,phi,openai,P2,3609844797,1,[5]
15,Combined Weighted (quantile),7.0686070686070686,86.28389154704944,ETS,phi,openai,P2,3609844797,1,[5]
15,Combined Weighted (mean),5.717255717255718,83.25358851674642,ETS,phi,openai,P2,3609844797,1,[5]
30,In Distribution Only,1.8711018711018712,75.27910685805422,ETS,phi,openai,P2,3609844797,1,[5]
30,Combined Unweighted,13.305613305613306,91.38755980861244,ETS,phi,openai,P2,3609844797,1,[5]
30,Combined Weighted (quantile),4.261954261954262,81.18022328548645,ETS,phi,openai,P2,3609844797,1,[5]
30,Combined Weighted (mean),5.717255717255718,83.25358851674642,ETS,phi,openai,P2,3609844797,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P3,3609844797,1,[5]
5,Combined Unweighted,14.17624521072797,89.65517241379311,ETS,phi,openai,P3,3609844797,1,[5]
5,Combined Weighted (quantile),1.7879948914431671,65.31440162271805,ETS,phi,openai,P3,3609844797,1,[5]
5,Combined Weighted (mean),4.725415070242656,79.3103448275862,ETS,phi,openai,P3,3609844797,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P3,3609844797,1,[5]
15,Combined Unweighted,12.51596424010217,88.64097363083164,ETS,phi,openai,P3,3609844797,1,[5]
15,Combined Weighted (quantile),3.959131545338442,76.06490872210954,ETS,phi,openai,P3,3609844797,1,[5]
15,Combined Weighted (mean),3.959131545338442,75.86206896551724,ETS,phi,openai,P3,3609844797,1,[5]
30,In Distribution Only,0.8939974457215836,58.21501014198783,ETS,phi,openai,P3,3609844797,1,[5]
30,Combined Unweighted,10.344827586206897,86.81541582150102,ETS,phi,openai,P3,3609844797,1,[5]
30,Combined Weighted (quantile),1.7879948914431671,66.73427991886409,ETS,phi,openai,P3,3609844797,1,[5]
30,Combined Weighted (mean),1.7879948914431671,66.73427991886409,ETS,phi,openai,P3,3609844797,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P4,3609844797,1,[5]
5,Combined Unweighted,11.161217587373168,89.96598639455783,ETS,phi,openai,P4,3609844797,1,[5]
5,Combined Weighted (quantile),11.161217587373168,89.96598639455783,ETS,phi,openai,P4,3609844797,1,[5]
5,Combined Weighted (mean),11.161217587373168,89.96598639455783,ETS,phi,openai,P4,3609844797,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P4,3609844797,1,[5]
15,Combined Unweighted,11.273957158962796,89.96598639455783,ETS,phi,openai,P4,3609844797,1,[5]
15,Combined Weighted (quantile),11.273957158962796,89.96598639455783,ETS,phi,openai,P4,3609844797,1,[5]
15,Combined Weighted (mean),11.273957158962796,89.96598639455783,ETS,phi,openai,P4,3609844797,1,[5]
30,In Distribution Only,0.2254791431792559,45.57823129251701,ETS,phi,openai,P4,3609844797,1,[5]
30,Combined Unweighted,10.4847801578354,89.1156462585034,ETS,phi,openai,P4,3609844797,1,[5]
30,Combined Weighted (quantile),1.1273957158962795,53.91156462585034,ETS,phi,openai,P4,3609844797,1,[5]
30,Combined Weighted (mean),3.494926719278467,67.85714285714286,ETS,phi,openai,P4,3609844797,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P5,3609844797,1,[5]
5,Combined Unweighted,10.13039117352056,89.5397489539749,ETS,phi,openai,P5,3609844797,1,[5]
5,Combined Weighted (quantile),1.8054162487462388,75.59274755927476,ETS,phi,openai,P5,3609844797,1,[5]
5,Combined Weighted (mean),8.324974924774322,87.30822873082286,ETS,phi,openai,P5,3609844797,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P5,3609844797,1,[5]
15,Combined Unweighted,10.13039117352056,89.5397489539749,ETS,phi,openai,P5,3609844797,1,[5]
15,Combined Weighted (quantile),3.6108324974924777,82.28730822873082,ETS,phi,openai,P5,3609844797,1,[5]
15,Combined Weighted (mean),2.6078234704112337,80.4741980474198,ETS,phi,openai,P5,3609844797,1,[5]
30,In Distribution Only,1.0030090270812435,69.7350069735007,ETS,phi,openai,P5,3609844797,1,[5]
30,Combined Unweighted,9.62888665997994,88.56345885634589,ETS,phi,openai,P5,3609844797,1,[5]
30,Combined Weighted (quantile),1.9057171514543632,76.01115760111577,ETS,phi,openai,P5,3609844797,1,[5]
30,Combined Weighted (mean),2.6078234704112337,80.4741980474198,ETS,phi,openai,P5,3609844797,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P6,3609844797,1,[5]
5,Combined Unweighted,12.601626016260164,87.66666666666667,ETS,phi,openai,P6,3609844797,1,[5]
5,Combined Weighted (quantile),12.601626016260164,87.66666666666667,ETS,phi,openai,P6,3609844797,1,[5]
5,Combined Weighted (mean),12.601626016260164,87.66666666666667,ETS,phi,openai,P6,3609844797,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P6,3609844797,1,[5]
15,Combined Unweighted,12.601626016260164,87.66666666666667,ETS,phi,openai,P6,3609844797,1,[5]
15,Combined Weighted (quantile),11.38211382113821,86.0,ETS,phi,openai,P6,3609844797,1,[5]
15,Combined Weighted (mean),12.398373983739836,87.33333333333333,ETS,phi,openai,P6,3609844797,1,[5]
30,In Distribution Only,8.536585365853659,83.66666666666667,ETS,phi,openai,P6,3609844797,1,[5]
30,Combined Unweighted,12.398373983739836,87.33333333333333,ETS,phi,openai,P6,3609844797,1,[5]
30,Combined Weighted (quantile),10.772357723577237,85.66666666666667,ETS,phi,openai,P6,3609844797,1,[5]
30,Combined Weighted (mean),11.38211382113821,86.0,ETS,phi,openai,P6,3609844797,1,[5]
5,In Distribution Only,0.0,0.0,ETS,phi,openai,P7,3609844797,1,[5]
5,Combined Unweighted,12.453531598513012,86.16874135546335,ETS,phi,openai,P7,3609844797,1,[5]
5,Combined Weighted (quantile),5.5762081784386615,79.11479944674966,ETS,phi,openai,P7,3609844797,1,[5]
5,Combined Weighted (mean),12.453531598513012,86.16874135546335,ETS,phi,openai,P7,3609844797,1,[5]
15,In Distribution Only,0.0,0.0,ETS,phi,openai,P7,3609844797,1,[5]
