n_train,category,False positive rate,Power,dataset,model,method,prompt,seed,base,alternatives
5,Combined Unweighted,6.820461384152457,37.93103448275862,ETS,qwen,maryland,P5,642571064,1,[2]
5,Combined Weighted (quantile),5.817452357071214,36.206896551724135,ETS,qwen,maryland,P5,642571064,1,[2]
5,Combined Weighted (mean),6.820461384152457,37.93103448275862,ETS,qwen,maryland,P5,642571064,1,[2]
15,In Distribution Only,0.0,0.0,ETS,qwen,maryland,P5,642571064,1,[2]
15,Combined Unweighted,6.820461384152457,37.93103448275862,ETS,qwen,maryland,P5,642571064,1,[2]
15,Combined Weighted (quantile),6.820461384152457,37.93103448275862,ETS,qwen,maryland,P5,642571064,1,[2]
15,Combined Weighted (mean),6.820461384152457,37.93103448275862,ETS,qwen,maryland,P5,642571064,1,[2]
30,In Distribution Only,2.8084252758274824,22.41379310344828,ETS,qwen,maryland,P5,642571064,1,[2]
30,Combined Unweighted,6.820461384152457,37.93103448275862,ETS,qwen,maryland,P5,642571064,1,[2]
30,Combined Weighted (quantile),6.820461384152457,37.93103448275862,ETS,qwen,maryland,P5,642571064,1,[2]
30,Combined Weighted (mean),6.118355065195587,37.5,ETS,qwen,maryland,P5,642571064,1,[2]
5,In Distribution Only,0.0,0.0,ETS,qwen,maryland,P6,642571064,1,[2]
5,Combined Unweighted,6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
5,Combined Weighted (quantile),6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
5,Combined Weighted (mean),6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
15,In Distribution Only,0.0,0.0,ETS,qwen,maryland,P6,642571064,1,[2]
15,Combined Unweighted,6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
15,Combined Weighted (quantile),6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
15,Combined Weighted (mean),6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
30,In Distribution Only,11.38211382113821,46.45669291338583,ETS,qwen,maryland,P6,642571064,1,[2]
30,Combined Unweighted,6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
30,Combined Weighted (quantile),6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
30,Combined Weighted (mean),6.504065040650407,37.79527559055118,ETS,qwen,maryland,P6,642571064,1,[2]
5,In Distribution Only,0.0,0.0,ETS,qwen,maryland,P7,642571064,1,[2]
5,Combined Unweighted,9.293680297397769,39.61538461538461,ETS,qwen,maryland,P7,642571064,1,[2]
