n_train,category,False positive rate,Power,dataset,model,method,prompt,seed,base,alternatives
15,Combined Weighted (mean),10.706860706860708,76.87366167023555,ETS,phi,maryland,P2,959183449,1,[4]
30,In Distribution Only,3.6382536382536386,63.38329764453962,ETS,phi,maryland,P2,959183449,1,[4]
30,Combined Unweighted,9.251559251559252,76.017130620985,ETS,phi,maryland,P2,959183449,1,[4]
30,Combined Weighted (quantile),9.251559251559252,76.017130620985,ETS,phi,maryland,P2,959183449,1,[4]
30,Combined Weighted (mean),9.147609147609147,75.80299785867237,ETS,phi,maryland,P2,959183449,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P3,959183449,1,[4]
5,Combined Unweighted,7.790549169859514,66.56441717791411,ETS,phi,maryland,P3,959183449,1,[4]
5,Combined Weighted (quantile),1.1494252873563218,39.87730061349693,ETS,phi,maryland,P3,959183449,1,[4]
5,Combined Weighted (mean),3.4482758620689653,51.22699386503068,ETS,phi,maryland,P3,959183449,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P3,959183449,1,[4]
15,Combined Unweighted,7.790549169859514,66.56441717791411,ETS,phi,maryland,P3,959183449,1,[4]
15,Combined Weighted (quantile),4.21455938697318,56.74846625766872,ETS,phi,maryland,P3,959183449,1,[4]
15,Combined Weighted (mean),4.21455938697318,56.74846625766872,ETS,phi,maryland,P3,959183449,1,[4]
30,In Distribution Only,3.1928480204342273,50.61349693251533,ETS,phi,maryland,P3,959183449,1,[4]
30,Combined Unweighted,7.790549169859514,66.56441717791411,ETS,phi,maryland,P3,959183449,1,[4]
30,Combined Weighted (quantile),4.597701149425287,57.97546012269939,ETS,phi,maryland,P3,959183449,1,[4]
30,Combined Weighted (mean),4.597701149425287,57.97546012269939,ETS,phi,maryland,P3,959183449,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P4,959183449,1,[4]
5,Combined Unweighted,7.328072153325817,70.63953488372093,ETS,phi,maryland,P4,959183449,1,[4]
5,Combined Weighted (quantile),6.989853438556934,69.18604651162791,ETS,phi,maryland,P4,959183449,1,[4]
5,Combined Weighted (mean),7.328072153325817,70.63953488372093,ETS,phi,maryland,P4,959183449,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P4,959183449,1,[4]
15,Combined Unweighted,7.328072153325817,70.63953488372093,ETS,phi,maryland,P4,959183449,1,[4]
15,Combined Weighted (quantile),7.328072153325817,70.63953488372093,ETS,phi,maryland,P4,959183449,1,[4]
15,Combined Weighted (mean),6.200676437429538,67.73255813953489,ETS,phi,maryland,P4,959183449,1,[4]
30,In Distribution Only,3.1567080045095826,55.52325581395349,ETS,phi,maryland,P4,959183449,1,[4]
30,Combined Unweighted,7.1025930101465615,69.76744186046511,ETS,phi,maryland,P4,959183449,1,[4]
30,Combined Weighted (quantile),5.862457722660654,66.86046511627907,ETS,phi,maryland,P4,959183449,1,[4]
30,Combined Weighted (mean),5.862457722660654,66.56976744186046,ETS,phi,maryland,P4,959183449,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P5,959183449,1,[4]
5,Combined Unweighted,7.32196589769308,69.18103448275862,ETS,phi,maryland,P5,959183449,1,[4]
5,Combined Weighted (quantile),0.5015045135406219,37.28448275862069,ETS,phi,maryland,P5,959183449,1,[4]
5,Combined Weighted (mean),4.613841524573721,59.91379310344828,ETS,phi,maryland,P5,959183449,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P5,959183449,1,[4]
15,Combined Unweighted,7.422266800401204,69.39655172413794,ETS,phi,maryland,P5,959183449,1,[4]
15,Combined Weighted (quantile),3.911735205616851,56.03448275862068,ETS,phi,maryland,P5,959183449,1,[4]
15,Combined Weighted (mean),3.8114343029087263,55.603448275862064,ETS,phi,maryland,P5,959183449,1,[4]
30,In Distribution Only,2.0060180541624875,50.43103448275862,ETS,phi,maryland,P5,959183449,1,[4]
30,Combined Unweighted,7.32196589769308,69.18103448275862,ETS,phi,maryland,P5,959183449,1,[4]
30,Combined Weighted (quantile),7.12136409227683,68.96551724137932,ETS,phi,maryland,P5,959183449,1,[4]
30,Combined Weighted (mean),5.817452357071214,63.793103448275865,ETS,phi,maryland,P5,959183449,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P6,959183449,1,[4]
5,Combined Unweighted,11.178861788617883,76.28865979381443,ETS,phi,maryland,P6,959183449,1,[4]
5,Combined Weighted (quantile),3.2520325203252036,62.88659793814433,ETS,phi,maryland,P6,959183449,1,[4]
5,Combined Weighted (mean),7.723577235772358,73.71134020618557,ETS,phi,maryland,P6,959183449,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P6,959183449,1,[4]
15,Combined Unweighted,11.178861788617883,76.28865979381443,ETS,phi,maryland,P6,959183449,1,[4]
15,Combined Weighted (quantile),3.4552845528455287,62.88659793814433,ETS,phi,maryland,P6,959183449,1,[4]
15,Combined Weighted (mean),3.658536585365854,62.88659793814433,ETS,phi,maryland,P6,959183449,1,[4]
30,In Distribution Only,5.08130081300813,66.49484536082474,ETS,phi,maryland,P6,959183449,1,[4]
30,Combined Unweighted,11.178861788617883,76.28865979381443,ETS,phi,maryland,P6,959183449,1,[4]
30,Combined Weighted (quantile),5.894308943089431,68.55670103092784,ETS,phi,maryland,P6,959183449,1,[4]
30,Combined Weighted (mean),4.878048780487805,65.97938144329896,ETS,phi,maryland,P6,959183449,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P7,959183449,1,[4]
5,Combined Unweighted,10.780669144981411,77.90697674418605,ETS,phi,maryland,P7,959183449,1,[4]
5,Combined Weighted (quantile),5.947955390334572,66.74418604651163,ETS,phi,maryland,P7,959183449,1,[4]
5,Combined Weighted (mean),10.408921933085502,77.67441860465117,ETS,phi,maryland,P7,959183449,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P7,959183449,1,[4]
15,Combined Unweighted,10.780669144981411,77.90697674418605,ETS,phi,maryland,P7,959183449,1,[4]
15,Combined Weighted (quantile),9.944237918215611,76.27906976744187,ETS,phi,maryland,P7,959183449,1,[4]
15,Combined Weighted (mean),7.063197026022305,71.62790697674419,ETS,phi,maryland,P7,959183449,1,[4]
30,In Distribution Only,4.275092936802974,60.23255813953489,ETS,phi,maryland,P7,959183449,1,[4]
30,Combined Unweighted,10.408921933085502,77.67441860465117,ETS,phi,maryland,P7,959183449,1,[4]
30,Combined Weighted (quantile),7.063197026022305,71.62790697674419,ETS,phi,maryland,P7,959183449,1,[4]
30,Combined Weighted (mean),7.063197026022305,71.62790697674419,ETS,phi,maryland,P7,959183449,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P8,959183449,1,[4]
5,Combined Unweighted,8.184383819379114,71.27937336814621,ETS,phi,maryland,P8,959183449,1,[4]
5,Combined Weighted (quantile),7.149576669802446,69.9738903394256,ETS,phi,maryland,P8,959183449,1,[4]
5,Combined Weighted (mean),8.184383819379114,71.27937336814621,ETS,phi,maryland,P8,959183449,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P8,959183449,1,[4]
15,Combined Unweighted,8.184383819379114,71.27937336814621,ETS,phi,maryland,P8,959183449,1,[4]
15,Combined Weighted (quantile),6.020696142991533,66.31853785900783,ETS,phi,maryland,P8,959183449,1,[4]
15,Combined Weighted (mean),6.020696142991533,66.31853785900783,ETS,phi,maryland,P8,959183449,1,[4]
30,In Distribution Only,2.916274694261524,59.00783289817232,ETS,phi,maryland,P8,959183449,1,[4]
30,Combined Unweighted,7.714016933207903,70.23498694516971,ETS,phi,maryland,P8,959183449,1,[4]
30,Combined Weighted (quantile),6.585136406396989,68.1462140992167,ETS,phi,maryland,P8,959183449,1,[4]
30,Combined Weighted (mean),6.585136406396989,68.1462140992167,ETS,phi,maryland,P8,959183449,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P1,1457248422,1,[4]
5,Combined Unweighted,8.0078125,69.56521739130434,ETS,phi,maryland,P1,1457248422,1,[4]
5,Combined Weighted (quantile),0.68359375,38.61892583120204,ETS,phi,maryland,P1,1457248422,1,[4]
5,Combined Weighted (mean),3.80859375,57.033248081841435,ETS,phi,maryland,P1,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P1,1457248422,1,[4]
15,Combined Unweighted,8.203125,69.82097186700767,ETS,phi,maryland,P1,1457248422,1,[4]
15,Combined Weighted (quantile),4.98046875,61.63682864450127,ETS,phi,maryland,P1,1457248422,1,[4]
15,Combined Weighted (mean),8.203125,69.82097186700767,ETS,phi,maryland,P1,1457248422,1,[4]
30,In Distribution Only,1.953125,51.66240409207161,ETS,phi,maryland,P1,1457248422,1,[4]
30,Combined Unweighted,8.0078125,69.56521739130434,ETS,phi,maryland,P1,1457248422,1,[4]
30,Combined Weighted (quantile),4.58984375,60.35805626598465,ETS,phi,maryland,P1,1457248422,1,[4]
30,Combined Weighted (mean),6.640625,64.19437340153452,ETS,phi,maryland,P1,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P2,1457248422,1,[4]
5,Combined Unweighted,9.251559251559252,76.81498829039812,ETS,phi,maryland,P2,1457248422,1,[4]
5,Combined Weighted (quantile),5.925155925155925,69.78922716627635,ETS,phi,maryland,P2,1457248422,1,[4]
5,Combined Weighted (mean),9.251559251559252,76.81498829039812,ETS,phi,maryland,P2,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P2,1457248422,1,[4]
15,Combined Unweighted,9.043659043659044,76.5807962529274,ETS,phi,maryland,P2,1457248422,1,[4]
15,Combined Weighted (quantile),4.054054054054054,64.63700234192038,ETS,phi,maryland,P2,1457248422,1,[4]
15,Combined Weighted (mean),5.50935550935551,67.21311475409836,ETS,phi,maryland,P2,1457248422,1,[4]
30,In Distribution Only,5.197505197505198,67.21311475409836,ETS,phi,maryland,P2,1457248422,1,[4]
30,Combined Unweighted,9.043659043659044,76.5807962529274,ETS,phi,maryland,P2,1457248422,1,[4]
30,Combined Weighted (quantile),5.925155925155925,69.78922716627635,ETS,phi,maryland,P2,1457248422,1,[4]
30,Combined Weighted (mean),5.717255717255718,69.08665105386417,ETS,phi,maryland,P2,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P3,1457248422,1,[4]
5,Combined Unweighted,7.535121328224776,67.15976331360946,ETS,phi,maryland,P3,1457248422,1,[4]
5,Combined Weighted (quantile),1.0217113665389528,36.68639053254438,ETS,phi,maryland,P3,1457248422,1,[4]
5,Combined Weighted (mean),3.065134099616858,49.11242603550296,ETS,phi,maryland,P3,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P3,1457248422,1,[4]
15,Combined Unweighted,7.535121328224776,67.15976331360946,ETS,phi,maryland,P3,1457248422,1,[4]
15,Combined Weighted (quantile),0.1277139208173691,5.9171597633136095,ETS,phi,maryland,P3,1457248422,1,[4]
15,Combined Weighted (mean),0.0,3.8461538461538463,ETS,phi,maryland,P3,1457248422,1,[4]
30,In Distribution Only,0.0,2.0710059171597637,ETS,phi,maryland,P3,1457248422,1,[4]
30,Combined Unweighted,6.385696040868455,66.27218934911244,ETS,phi,maryland,P3,1457248422,1,[4]
30,Combined Weighted (quantile),1.7879948914431671,17.75147928994083,ETS,phi,maryland,P3,1457248422,1,[4]
30,Combined Weighted (mean),0.3831417624521072,7.100591715976331,ETS,phi,maryland,P3,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P4,1457248422,1,[4]
5,Combined Unweighted,7.215332581736189,67.29222520107238,ETS,phi,maryland,P4,1457248422,1,[4]
5,Combined Weighted (quantile),7.215332581736189,67.29222520107238,ETS,phi,maryland,P4,1457248422,1,[4]
5,Combined Weighted (mean),7.215332581736189,67.29222520107238,ETS,phi,maryland,P4,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P4,1457248422,1,[4]
15,Combined Unweighted,7.215332581736189,67.5603217158177,ETS,phi,maryland,P4,1457248422,1,[4]
15,Combined Weighted (quantile),7.215332581736189,67.5603217158177,ETS,phi,maryland,P4,1457248422,1,[4]
15,Combined Weighted (mean),7.215332581736189,67.5603217158177,ETS,phi,maryland,P4,1457248422,1,[4]
30,In Distribution Only,7.666290868094701,69.16890080428955,ETS,phi,maryland,P4,1457248422,1,[4]
30,Combined Unweighted,7.215332581736189,67.5603217158177,ETS,phi,maryland,P4,1457248422,1,[4]
30,Combined Weighted (quantile),7.215332581736189,67.5603217158177,ETS,phi,maryland,P4,1457248422,1,[4]
30,Combined Weighted (mean),8.455467869222097,72.38605898123325,ETS,phi,maryland,P4,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P5,1457248422,1,[4]
5,Combined Unweighted,7.823470411233702,71.76724137931035,ETS,phi,maryland,P5,1457248422,1,[4]
5,Combined Weighted (quantile),7.823470411233702,71.76724137931035,ETS,phi,maryland,P5,1457248422,1,[4]
5,Combined Weighted (mean),7.823470411233702,71.76724137931035,ETS,phi,maryland,P5,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P5,1457248422,1,[4]
15,Combined Unweighted,7.622868605817453,71.33620689655173,ETS,phi,maryland,P5,1457248422,1,[4]
15,Combined Weighted (quantile),4.212637913741224,57.327586206896555,ETS,phi,maryland,P5,1457248422,1,[4]
15,Combined Weighted (mean),4.914744232698094,61.422413793103445,ETS,phi,maryland,P5,1457248422,1,[4]
30,In Distribution Only,4.814443329989969,61.422413793103445,ETS,phi,maryland,P5,1457248422,1,[4]
30,Combined Unweighted,7.622868605817453,71.33620689655173,ETS,phi,maryland,P5,1457248422,1,[4]
30,Combined Weighted (quantile),7.622868605817453,71.33620689655173,ETS,phi,maryland,P5,1457248422,1,[4]
30,Combined Weighted (mean),7.12136409227683,70.25862068965517,ETS,phi,maryland,P5,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P6,1457248422,1,[4]
5,Combined Unweighted,12.398373983739836,78.14207650273224,ETS,phi,maryland,P6,1457248422,1,[4]
5,Combined Weighted (quantile),12.398373983739836,78.14207650273224,ETS,phi,maryland,P6,1457248422,1,[4]
5,Combined Weighted (mean),12.398373983739836,78.14207650273224,ETS,phi,maryland,P6,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P6,1457248422,1,[4]
15,Combined Unweighted,12.398373983739836,78.14207650273224,ETS,phi,maryland,P6,1457248422,1,[4]
15,Combined Weighted (quantile),12.398373983739836,78.14207650273224,ETS,phi,maryland,P6,1457248422,1,[4]
15,Combined Weighted (mean),12.398373983739836,78.14207650273224,ETS,phi,maryland,P6,1457248422,1,[4]
30,In Distribution Only,3.4552845528455287,62.841530054644814,ETS,phi,maryland,P6,1457248422,1,[4]
30,Combined Unweighted,12.398373983739836,78.14207650273224,ETS,phi,maryland,P6,1457248422,1,[4]
30,Combined Weighted (quantile),8.94308943089431,75.40983606557377,ETS,phi,maryland,P6,1457248422,1,[4]
30,Combined Weighted (mean),7.723577235772358,71.58469945355192,ETS,phi,maryland,P6,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P7,1457248422,1,[4]
5,Combined Unweighted,9.386617100371748,78.43601895734598,ETS,phi,maryland,P7,1457248422,1,[4]
5,Combined Weighted (quantile),0.5576208178438662,47.867298578199055,ETS,phi,maryland,P7,1457248422,1,[4]
5,Combined Weighted (mean),4.089219330855019,62.55924170616114,ETS,phi,maryland,P7,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P7,1457248422,1,[4]
15,Combined Unweighted,9.66542750929368,78.67298578199052,ETS,phi,maryland,P7,1457248422,1,[4]
15,Combined Weighted (quantile),4.182156133828997,62.796208530805686,ETS,phi,maryland,P7,1457248422,1,[4]
15,Combined Weighted (mean),4.182156133828997,62.796208530805686,ETS,phi,maryland,P7,1457248422,1,[4]
30,In Distribution Only,1.6728624535315983,55.92417061611374,ETS,phi,maryland,P7,1457248422,1,[4]
30,Combined Unweighted,9.200743494423792,77.48815165876776,ETS,phi,maryland,P7,1457248422,1,[4]
30,Combined Weighted (quantile),4.182156133828997,62.796208530805686,ETS,phi,maryland,P7,1457248422,1,[4]
30,Combined Weighted (mean),4.646840148698884,64.45497630331754,ETS,phi,maryland,P7,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P8,1457248422,1,[4]
5,Combined Unweighted,7.714016933207903,70.3125,ETS,phi,maryland,P8,1457248422,1,[4]
5,Combined Weighted (quantile),1.2229539040451554,50.78125,ETS,phi,maryland,P8,1457248422,1,[4]
5,Combined Weighted (mean),2.1636876763875823,55.729166666666664,ETS,phi,maryland,P8,1457248422,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P8,1457248422,1,[4]
15,Combined Unweighted,7.714016933207903,70.3125,ETS,phi,maryland,P8,1457248422,1,[4]
15,Combined Weighted (quantile),2.06961429915334,55.729166666666664,ETS,phi,maryland,P8,1457248422,1,[4]
15,Combined Weighted (mean),1.1288805268109126,49.47916666666667,ETS,phi,maryland,P8,1457248422,1,[4]
30,In Distribution Only,0.3762935089369708,34.375,ETS,phi,maryland,P8,1457248422,1,[4]
30,Combined Unweighted,7.714016933207903,70.3125,ETS,phi,maryland,P8,1457248422,1,[4]
30,Combined Weighted (quantile),5.174035747883349,65.625,ETS,phi,maryland,P8,1457248422,1,[4]
30,Combined Weighted (mean),2.1636876763875823,55.729166666666664,ETS,phi,maryland,P8,1457248422,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P1,642571064,1,[4]
5,Combined Unweighted,7.91015625,70.87628865979381,ETS,phi,maryland,P1,642571064,1,[4]
5,Combined Weighted (quantile),6.34765625,68.29896907216495,ETS,phi,maryland,P1,642571064,1,[4]
5,Combined Weighted (mean),7.421875,70.10309278350515,ETS,phi,maryland,P1,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P1,642571064,1,[4]
15,Combined Unweighted,7.421875,70.10309278350515,ETS,phi,maryland,P1,642571064,1,[4]
15,Combined Weighted (quantile),2.05078125,52.0618556701031,ETS,phi,maryland,P1,642571064,1,[4]
15,Combined Weighted (mean),2.05078125,52.0618556701031,ETS,phi,maryland,P1,642571064,1,[4]
30,In Distribution Only,0.68359375,38.402061855670105,ETS,phi,maryland,P1,642571064,1,[4]
30,Combined Unweighted,7.03125,70.10309278350515,ETS,phi,maryland,P1,642571064,1,[4]
30,Combined Weighted (quantile),2.05078125,53.09278350515464,ETS,phi,maryland,P1,642571064,1,[4]
30,Combined Weighted (mean),2.05078125,53.09278350515464,ETS,phi,maryland,P1,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P2,642571064,1,[4]
5,Combined Unweighted,9.45945945945946,76.44444444444444,ETS,phi,maryland,P2,642571064,1,[4]
5,Combined Weighted (quantile),3.9501039501039505,62.44444444444445,ETS,phi,maryland,P2,642571064,1,[4]
5,Combined Weighted (mean),3.8461538461538463,61.55555555555555,ETS,phi,maryland,P2,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P2,642571064,1,[4]
15,Combined Unweighted,9.45945945945946,76.44444444444444,ETS,phi,maryland,P2,642571064,1,[4]
15,Combined Weighted (quantile),10.706860706860708,77.11111111111111,ETS,phi,maryland,P2,642571064,1,[4]
15,Combined Weighted (mean),12.162162162162163,78.44444444444446,ETS,phi,maryland,P2,642571064,1,[4]
30,In Distribution Only,6.964656964656965,69.77777777777779,ETS,phi,maryland,P2,642571064,1,[4]
30,Combined Unweighted,9.355509355509357,76.44444444444444,ETS,phi,maryland,P2,642571064,1,[4]
30,Combined Weighted (quantile),9.147609147609147,75.1111111111111,ETS,phi,maryland,P2,642571064,1,[4]
30,Combined Weighted (mean),8.731808731808732,74.22222222222223,ETS,phi,maryland,P2,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P3,642571064,1,[4]
5,Combined Unweighted,7.918263090676884,66.25766871165644,ETS,phi,maryland,P3,642571064,1,[4]
5,Combined Weighted (quantile),3.4482758620689653,50.920245398773,ETS,phi,maryland,P3,642571064,1,[4]
5,Combined Weighted (mean),7.918263090676884,65.6441717791411,ETS,phi,maryland,P3,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P3,642571064,1,[4]
15,Combined Unweighted,8.045977011494253,66.25766871165644,ETS,phi,maryland,P3,642571064,1,[4]
15,Combined Weighted (quantile),7.535121328224776,64.41717791411043,ETS,phi,maryland,P3,642571064,1,[4]
15,Combined Weighted (mean),7.918263090676884,65.6441717791411,ETS,phi,maryland,P3,642571064,1,[4]
30,In Distribution Only,0.0,2.7607361963190185,ETS,phi,maryland,P3,642571064,1,[4]
30,Combined Unweighted,7.918263090676884,65.6441717791411,ETS,phi,maryland,P3,642571064,1,[4]
30,Combined Weighted (quantile),7.918263090676884,65.6441717791411,ETS,phi,maryland,P3,642571064,1,[4]
30,Combined Weighted (mean),0.2554278416347382,8.282208588957054,ETS,phi,maryland,P3,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P4,642571064,1,[4]
5,Combined Unweighted,6.877113866967305,68.0327868852459,ETS,phi,maryland,P4,642571064,1,[4]
5,Combined Weighted (quantile),3.9458850056369785,57.92349726775956,ETS,phi,maryland,P4,642571064,1,[4]
5,Combined Weighted (mean),6.538895152198422,66.12021857923497,ETS,phi,maryland,P4,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P4,642571064,1,[4]
15,Combined Unweighted,6.877113866967305,68.0327868852459,ETS,phi,maryland,P4,642571064,1,[4]
15,Combined Weighted (quantile),6.877113866967305,68.0327868852459,ETS,phi,maryland,P4,642571064,1,[4]
15,Combined Weighted (mean),1.8038331454340473,48.08743169398907,ETS,phi,maryland,P4,642571064,1,[4]
30,In Distribution Only,0.1127395715896279,33.33333333333333,ETS,phi,maryland,P4,642571064,1,[4]
30,Combined Unweighted,6.6516347237880495,66.66666666666666,ETS,phi,maryland,P4,642571064,1,[4]
30,Combined Weighted (quantile),6.6516347237880495,66.66666666666666,ETS,phi,maryland,P4,642571064,1,[4]
30,Combined Weighted (mean),3.9458850056369785,57.92349726775956,ETS,phi,maryland,P4,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P5,642571064,1,[4]
5,Combined Unweighted,7.723169508525577,71.25,ETS,phi,maryland,P5,642571064,1,[4]
5,Combined Weighted (quantile),4.112337011033099,58.54166666666667,ETS,phi,maryland,P5,642571064,1,[4]
5,Combined Weighted (mean),7.522567703109328,71.25,ETS,phi,maryland,P5,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P5,642571064,1,[4]
15,Combined Unweighted,7.723169508525577,71.25,ETS,phi,maryland,P5,642571064,1,[4]
15,Combined Weighted (quantile),6.519558676028084,67.5,ETS,phi,maryland,P5,642571064,1,[4]
15,Combined Weighted (mean),5.917753259779338,65.20833333333333,ETS,phi,maryland,P5,642571064,1,[4]
30,In Distribution Only,3.4102306920762286,56.25,ETS,phi,maryland,P5,642571064,1,[4]
30,Combined Unweighted,7.522567703109328,71.25,ETS,phi,maryland,P5,642571064,1,[4]
30,Combined Weighted (quantile),7.221664994984955,70.20833333333333,ETS,phi,maryland,P5,642571064,1,[4]
30,Combined Weighted (mean),7.221664994984955,70.20833333333333,ETS,phi,maryland,P5,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P6,642571064,1,[4]
5,Combined Unweighted,11.585365853658535,75.64766839378238,ETS,phi,maryland,P6,642571064,1,[4]
5,Combined Weighted (quantile),11.585365853658535,75.64766839378238,ETS,phi,maryland,P6,642571064,1,[4]
5,Combined Weighted (mean),11.585365853658535,75.64766839378238,ETS,phi,maryland,P6,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P6,642571064,1,[4]
15,Combined Unweighted,11.585365853658535,75.64766839378238,ETS,phi,maryland,P6,642571064,1,[4]
15,Combined Weighted (quantile),10.772357723577237,74.61139896373057,ETS,phi,maryland,P6,642571064,1,[4]
15,Combined Weighted (mean),8.739837398373984,72.53886010362694,ETS,phi,maryland,P6,642571064,1,[4]
30,In Distribution Only,1.016260162601626,47.66839378238342,ETS,phi,maryland,P6,642571064,1,[4]
30,Combined Unweighted,11.38211382113821,75.64766839378238,ETS,phi,maryland,P6,642571064,1,[4]
30,Combined Weighted (quantile),8.333333333333332,72.53886010362694,ETS,phi,maryland,P6,642571064,1,[4]
30,Combined Weighted (mean),5.284552845528456,63.212435233160626,ETS,phi,maryland,P6,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P7,642571064,1,[4]
5,Combined Unweighted,10.223048327137546,78.85057471264368,ETS,phi,maryland,P7,642571064,1,[4]
5,Combined Weighted (quantile),0.5576208178438662,45.28735632183908,ETS,phi,maryland,P7,642571064,1,[4]
5,Combined Weighted (mean),6.412639405204461,70.34482758620689,ETS,phi,maryland,P7,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P7,642571064,1,[4]
15,Combined Unweighted,10.594795539033456,78.85057471264368,ETS,phi,maryland,P7,642571064,1,[4]
15,Combined Weighted (quantile),10.594795539033456,78.85057471264368,ETS,phi,maryland,P7,642571064,1,[4]
15,Combined Weighted (mean),8.271375464684015,74.71264367816092,ETS,phi,maryland,P7,642571064,1,[4]
30,In Distribution Only,1.9516728624535316,55.40229885057472,ETS,phi,maryland,P7,642571064,1,[4]
30,Combined Unweighted,10.223048327137546,78.85057471264368,ETS,phi,maryland,P7,642571064,1,[4]
30,Combined Weighted (quantile),9.014869888475836,76.55172413793103,ETS,phi,maryland,P7,642571064,1,[4]
30,Combined Weighted (mean),8.921933085501859,75.86206896551724,ETS,phi,maryland,P7,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P8,642571064,1,[4]
5,Combined Unweighted,8.748824082784571,69.35064935064935,ETS,phi,maryland,P8,642571064,1,[4]
5,Combined Weighted (quantile),7.808090310442145,68.31168831168831,ETS,phi,maryland,P8,642571064,1,[4]
5,Combined Weighted (mean),8.748824082784571,69.35064935064935,ETS,phi,maryland,P8,642571064,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P8,642571064,1,[4]
15,Combined Unweighted,8.27845719661336,68.57142857142857,ETS,phi,maryland,P8,642571064,1,[4]
15,Combined Weighted (quantile),1.599247412982126,49.09090909090909,ETS,phi,maryland,P8,642571064,1,[4]
15,Combined Weighted (mean),2.634054562558796,52.72727272727272,ETS,phi,maryland,P8,642571064,1,[4]
30,In Distribution Only,1.317027281279398,44.935064935064936,ETS,phi,maryland,P8,642571064,1,[4]
30,Combined Unweighted,7.808090310442145,68.31168831168831,ETS,phi,maryland,P8,642571064,1,[4]
30,Combined Weighted (quantile),3.48071495766698,57.14285714285714,ETS,phi,maryland,P8,642571064,1,[4]
30,Combined Weighted (mean),2.8222013170272815,53.24675324675325,ETS,phi,maryland,P8,642571064,1,[4]
5,In Distribution Only,0.0,0.0,ETS,phi,maryland,P1,3609844797,1,[4]
5,Combined Unweighted,8.49609375,69.84536082474226,ETS,phi,maryland,P1,3609844797,1,[4]
5,Combined Weighted (quantile),0.68359375,38.659793814432994,ETS,phi,maryland,P1,3609844797,1,[4]
5,Combined Weighted (mean),0.68359375,38.659793814432994,ETS,phi,maryland,P1,3609844797,1,[4]
15,In Distribution Only,0.0,0.0,ETS,phi,maryland,P1,3609844797,1,[4]
15,Combined Unweighted,8.49609375,69.84536082474226,ETS,phi,maryland,P1,3609844797,1,[4]
